account_id,value_group,account_value,event_month,offer_live,months_since_launch,tenure_months,product_count,churned_within_window,true_effect_prob
D001634,high,9879.46,12,1,0.0,24.7,3,0,0.0
D001635,low,449.55,17,0,,21.7,2,0,0.0
D001636,high,28316.2,4,0,,56.4,3,0,0.0
D001637,high,17459.58,5,0,,96.3,1,0,0.0
D001638,low,989.44,14,0,,57.8,3,0,0.0
D001639,low,4599.44,3,0,,66.1,3,1,0.0
D001640,low,2769.26,15,0,,56.8,2,0,0.0
D001641,low,3521.36,18,0,,41.1,1,0,0.0
D001642,low,968.02,15,0,,41.3,2,0,0.0
D001643,low,2903.07,14,0,,20.9,1,1,0.0
D001644,high,6299.54,23,1,11.0,60.6,1,0,-0.037036
D001645,high,19714.51,22,1,10.0,56.4,4,0,-0.054943
D001646,low,2531.48,12,0,,14.1,1,0,0.0
D001647,low,4576.4,15,0,,30.5,1,0,0.0
D001648,low,1436.6,18,0,,199.4,4,0,0.0
D001649,high,23417.3,9,0,,42.9,2,0,0.0
D001650,high,6816.25,10,0,,22.6,3,0,0.0
D001651,high,14641.67,15,1,3.0,30.5,3,0,-0.049436
D001652,low,3747.78,2,0,,15.3,2,0,0.0
D001653,high,9212.1,22,1,10.0,106.7,2,0,-0.060375
D001654,high,40731.52,18,1,6.0,19.9,5,0,-0.091523
D001655,high,16070.32,13,1,1.0,98.6,4,0,-0.014726
D001656,low,3390.14,9,0,,97.0,3,0,0.0
D001657,high,13410.93,12,1,0.0,80.4,2,0,0.0
D001658,low,2179.09,12,0,,93.8,2,1,0.0
D001659,high,5764.59,14,1,2.0,54.9,3,0,-0.069608
D001660,low,4166.64,21,0,,41.3,1,0,0.0
D001661,high,5673.11,13,1,1.0,49.9,2,0,-0.025956
D001662,high,9080.93,10,0,,78.0,2,0,0.0
D001663,high,9379.22,17,1,5.0,109.5,2,0,-0.045696
D001664,high,9883.62,17,1,5.0,65.1,3,0,-0.087824
D001665,high,16928.44,1,0,,71.1,2,0,0.0
D001666,high,5492.43,6,0,,41.2,3,0,0.0
D001667,high,33546.12,8,0,,39.8,5,0,0.0
D001668,high,14456.02,16,1,4.0,14.2,3,0,-0.053466
D001669,high,7755.69,10,0,,48.4,4,0,0.0
D001670,low,1581.62,3,0,,39.7,4,1,0.0
D001671,high,16489.01,18,1,6.0,78.1,5,0,-0.046935
D001672,low,4654.6,11,0,,11.0,2,1,0.0
D001673,high,68672.55,1,0,,99.5,5,0,0.0
D001674,high,9689.61,9,0,,28.3,4,0,0.0
D001675,high,20885.89,16,1,4.0,132.9,3,1,-0.054988
D001676,low,1980.18,16,0,,80.6,2,1,0.0
D001677,low,3381.48,10,0,,51.2,1,0,0.0
D001678,low,2181.71,2,0,,27.6,2,0,0.0
D001679,low,4119.14,14,0,,21.1,4,0,0.0
D001680,high,13278.92,2,0,,59.9,3,0,0.0
D001681,low,2790.58,19,0,,180.4,2,0,0.0
D001682,low,3912.7,23,0,,34.1,5,0,0.0
D001683,high,6673.91,0,0,,4.3,1,1,0.0
D001684,high,15442.55,17,1,5.0,96.7,1,0,-0.030069
D001685,high,12421.78,4,0,,48.1,1,0,0.0
D001686,low,2587.58,2,0,,21.8,1,0,0.0
D001687,high,13290.19,9,0,,49.8,2,0,0.0
D001688,high,8126.44,18,1,6.0,69.8,4,0,-0.061237
D001689,low,3887.53,6,0,,103.7,3,0,0.0
D001690,low,580.57,1,0,,94.6,2,0,0.0
D001691,high,16280.29,10,0,,32.6,2,0,0.0
D001692,low,1124.05,14,0,,40.5,2,0,0.0
D001693,low,2284.81,7,0,,92.2,3,0,0.0
D001694,low,4803.18,2,0,,35.7,1,0,0.0
D001695,high,12014.76,4,0,,70.2,1,0,0.0
D001696,high,24587.19,4,0,,4.3,3,0,0.0
D001697,high,24294.64,14,1,2.0,23.3,1,0,-0.028433
D001698,high,13319.75,9,0,,157.6,1,0,0.0
D001699,high,5697.19,3,0,,37.7,2,0,0.0
D001700,low,4967.67,15,0,,71.7,2,0,0.0
D001701,high,9528.09,18,1,6.0,31.9,1,0,-0.063678
D001702,high,5465.27,4,0,,46.0,3,0,0.0
D001703,low,4998.85,2,0,,19.1,1,1,0.0
D001704,high,13301.93,16,1,4.0,81.3,2,0,-0.071957
D001705,low,1762.14,3,0,,102.2,2,0,0.0
D001706,low,3785.95,17,0,,26.8,1,0,0.0
D001707,high,6636.28,20,1,8.0,54.2,3,0,-0.035346
D001708,high,8715.49,15,1,3.0,26.9,1,1,-0.064875
D001709,high,11470.16,23,1,11.0,109.8,2,0,-0.03486
D001710,high,6962.55,14,1,2.0,83.6,5,0,-0.026805
D001711,low,1328.85,18,0,,24.7,3,0,0.0
D001712,high,8540.78,5,0,,60.5,2,0,0.0
D001713,high,6100.01,23,1,11.0,100.1,4,0,-0.033329
D001714,high,10836.63,15,1,3.0,53.8,5,0,-0.05885
D001715,high,7112.36,18,1,6.0,106.6,2,0,-0.038064
D001716,low,2652.91,0,0,,49.7,4,0,0.0
D001717,high,10534.66,12,1,0.0,100.6,5,0,0.0
D001718,high,6069.74,5,0,,144.6,4,0,0.0
D001719,high,5902.0,16,1,4.0,19.2,3,0,-0.067858
D001720,high,7545.03,19,1,7.0,109.4,4,0,-0.06142
D001721,high,6804.06,16,1,4.0,108.2,2,0,-0.044889
D001722,low,3906.43,5,0,,19.0,4,1,0.0
D001723,low,874.05,19,0,,46.7,2,0,0.0
D001724,low,1381.5,13,0,,64.4,2,1,0.0
D001725,high,12041.64,1,0,,84.7,3,0,0.0
D001726,high,5249.45,11,0,,32.6,1,0,0.0
D001727,low,1711.45,15,0,,113.0,3,0,0.0
D001728,high,6213.41,3,0,,27.8,1,0,0.0
D001729,low,845.82,3,0,,8.8,2,0,0.0
D001730,high,34761.24,2,0,,122.4,2,1,0.0
D001731,low,634.44,4,0,,68.4,1,1,0.0
D001732,low,1909.03,13,0,,2.4,1,0,0.0
D001733,low,3689.43,19,0,,118.1,5,0,0.0
D001734,high,14805.34,19,1,7.0,7.3,2,0,-0.060771
D001735,low,857.5,14,0,,108.8,3,0,0.0
D001736,low,2497.64,3,0,,23.7,3,1,0.0
D001737,low,3289.4,15,0,,40.2,1,1,0.0
D001738,low,1330.66,8,0,,81.3,3,0,0.0
D001739,low,2855.12,6,0,,75.9,3,0,0.0
D001740,low,4974.75,16,0,,50.2,3,0,0.0
D001741,high,18628.18,15,1,3.0,83.2,5,0,-0.04358
D001742,high,14671.76,12,1,0.0,26.0,3,0,0.0
D001743,high,10596.74,15,1,3.0,65.1,1,0,-0.049537
D001744,high,16865.07,6,0,,12.9,5,0,0.0
D001745,high,20000.72,19,1,7.0,81.7,5,0,-0.058738
D001746,low,4392.12,14,0,,44.1,1,0,0.0
D001747,low,1753.86,21,0,,87.3,4,0,0.0
D001748,high,7801.14,11,0,,18.8,4,0,0.0
D001749,low,631.72,3,0,,70.0,3,0,0.0
D001750,low,3624.77,9,0,,33.9,1,0,0.0
D001751,high,12845.55,9,0,,45.9,5,0,0.0
D001752,low,1788.92,6,0,,116.5,4,0,0.0
D001753,low,2387.85,2,0,,50.5,2,1,0.0
D001754,high,23799.84,20,1,8.0,17.9,2,0,-0.079894
D001755,high,5766.69,16,1,4.0,9.4,6,0,-0.072824
D001756,low,3245.23,17,0,,59.2,5,0,0.0
D001757,low,3767.38,23,0,,63.7,4,0,0.0
D001758,high,14340.11,4,0,,90.8,1,0,0.0
D001759,high,10480.81,21,1,9.0,30.1,1,0,-0.054936
D001760,high,12373.52,9,0,,62.8,6,0,0.0
D001761,low,4954.39,21,0,,156.7,3,0,0.0
D001762,low,3322.44,8,0,,80.3,3,0,0.0
D001763,low,2116.98,23,0,,20.5,2,0,0.0
D001764,low,522.74,2,0,,86.4,3,0,0.0
D001765,low,3614.28,18,0,,41.1,2,0,0.0
D001766,low,2244.76,8,0,,46.7,5,0,0.0
D001767,high,12814.19,19,1,7.0,110.3,2,1,-0.045357
D001768,low,4909.24,21,0,,50.5,2,0,0.0
D001769,high,13504.98,19,1,7.0,35.1,4,0,-0.089925
D001770,high,30152.21,0,0,,51.7,4,0,0.0
D001771,high,7263.53,18,1,6.0,95.5,2,0,-0.084329
D001772,high,8221.11,5,0,,32.7,1,0,0.0
D001773,low,3108.53,13,0,,54.3,1,1,0.0
D001774,high,7730.1,0,0,,35.5,2,0,0.0
D001775,low,4097.97,23,0,,3.4,4,0,0.0
D001776,low,2964.17,17,0,,55.2,3,0,0.0
D001777,high,9791.01,6,0,,36.2,2,0,0.0
D001778,high,19120.03,9,0,,61.8,4,0,0.0
D001779,low,2542.0,7,0,,43.3,3,0,0.0
D001780,low,3994.82,2,0,,66.9,1,0,0.0
D001781,low,1518.81,5,0,,68.4,3,1,0.0
D001782,high,10242.56,7,0,,38.2,3,0,0.0
D001783,high,5577.38,10,0,,24.5,1,0,0.0
D001784,low,3432.05,6,0,,24.6,3,0,0.0
D001785,high,9098.9,21,1,9.0,30.3,2,0,-0.081841
D001786,low,855.79,22,0,,79.4,1,0,0.0
D001787,high,12676.06,15,1,3.0,82.5,2,0,-0.041134
D001788,high,30931.78,22,1,10.0,75.2,1,0,-0.072386
D001789,high,32393.7,21,1,9.0,11.9,3,0,-0.081561
D001790,high,12660.03,19,1,7.0,5.1,3,0,-0.110577
D001791,low,2602.85,15,0,,87.0,1,0,0.0
D001792,low,2192.32,14,0,,14.3,5,0,0.0
D001793,low,3191.74,3,0,,155.5,3,1,0.0
D001794,high,7863.82,9,0,,15.9,2,0,0.0
D001795,low,3459.28,6,0,,12.6,2,0,0.0
D001796,low,2247.74,22,0,,22.0,3,0,0.0
D001797,low,673.81,5,0,,145.8,2,0,0.0
D001798,high,8838.67,9,0,,22.4,2,0,0.0
D001799,low,3101.39,23,0,,51.0,3,0,0.0
D001800,high,11414.03,14,1,2.0,89.7,1,0,-0.038878
D001801,high,5647.64,6,0,,148.1,1,0,0.0
D001802,low,1738.06,11,0,,27.0,3,0,0.0
D001803,high,43207.81,9,0,,63.1,3,1,0.0
D001804,low,1745.41,22,0,,34.8,4,1,0.0
D001805,low,1274.5,0,0,,16.8,1,0,0.0
D001806,high,20639.45,6,0,,79.4,2,0,0.0
D001807,high,5720.73,9,0,,18.7,6,0,0.0
D001808,high,5177.52,5,0,,26.8,4,0,0.0
D001809,low,1075.54,9,0,,53.7,1,0,0.0
D001810,low,2415.83,16,0,,136.8,1,0,0.0
D001811,low,1732.5,2,0,,35.4,1,0,0.0
D001812,low,757.21,14,0,,21.2,3,0,0.0
D001813,low,211.89,14,0,,18.9,4,0,0.0
D001814,high,11316.74,17,1,5.0,25.7,2,0,-0.049108
D001815,high,10130.99,14,1,2.0,177.4,4,0,-0.027866
D001816,high,31951.15,5,0,,140.0,4,0,0.0
D001817,low,4600.76,10,0,,128.6,1,0,0.0
D001818,low,1677.01,18,0,,99.7,3,0,0.0
D001819,low,1709.87,3,0,,129.2,5,0,0.0
D001820,high,5046.64,19,1,7.0,76.0,1,0,-0.031797
D001821,low,4980.84,10,0,,42.6,3,0,0.0
D001822,low,785.13,21,0,,41.1,2,1,0.0
D001823,high,5378.16,20,1,8.0,64.3,2,0,-0.060619
D001824,low,2924.91,11,0,,8.2,2,0,0.0
D001825,high,9243.22,8,0,,50.1,2,0,0.0
D001826,low,1431.28,1,0,,29.0,2,0,0.0
D001827,high,7510.95,1,0,,89.6,2,0,0.0
D001828,low,886.42,19,0,,64.0,4,0,0.0
D001829,low,2978.14,14,0,,56.5,5,0,0.0
D001830,high,12455.39,13,1,1.0,50.6,3,0,-0.028394
D001831,low,4074.75,6,0,,76.5,1,0,0.0
D001832,high,5883.95,6,0,,67.4,4,0,0.0
D001833,high,11532.29,15,1,3.0,11.9,1,1,-0.129617
D001834,high,5322.14,18,1,6.0,68.3,1,0,-0.064871
D001835,low,4250.61,0,0,,111.5,2,0,0.0
D001836,high,6886.75,1,0,,25.3,3,0,0.0
D001837,high,7632.24,9,0,,91.8,1,1,0.0
D001838,low,3532.7,21,0,,26.3,1,0,0.0
D001839,high,6593.5,11,0,,61.8,4,0,0.0
D001840,low,1853.22,3,0,,47.9,1,0,0.0
D001841,low,3479.52,15,0,,36.1,4,0,0.0
D001842,low,4426.53,22,0,,42.5,3,0,0.0
D001843,high,6225.91,14,1,2.0,22.1,3,0,-0.056712
D001844,high,7766.73,18,1,6.0,38.5,2,0,-0.072285
D001845,low,2732.4,0,0,,5.2,2,1,0.0
D001846,high,17934.61,17,1,5.0,27.0,2,0,-0.121642
D001847,high,5765.04,7,0,,13.7,3,0,0.0
D001848,high,18419.22,11,0,,36.6,3,0,0.0
D001849,low,2360.71,8,0,,17.6,3,0,0.0
D001850,high,21708.21,4,0,,38.2,3,1,0.0
D001851,low,3970.13,5,0,,67.8,3,1,0.0
D001852,high,12489.41,14,1,2.0,31.5,3,0,-0.041132
D001853,low,2514.39,0,0,,81.1,2,0,0.0
D001854,low,3892.6,2,0,,82.8,1,1,0.0
D001855,high,13034.0,14,1,2.0,11.8,1,0,-0.048752
D001856,low,1998.13,0,0,,32.4,6,0,0.0
D001857,high,12003.08,19,1,7.0,69.7,4,1,-0.032535
D001858,high,11797.07,14,1,2.0,40.2,6,0,-0.059394
D001859,high,21026.08,20,1,8.0,22.0,1,0,-0.045296
D001860,high,12099.91,22,1,10.0,88.8,2,0,-0.063887
D001861,low,2727.82,23,0,,127.1,4,0,0.0
D001862,low,4743.74,17,0,,61.6,2,0,0.0
D001863,high,20184.5,7,0,,29.3,4,0,0.0
D001864,low,1370.58,19,0,,79.0,4,1,0.0
D001865,low,5018.91,3,0,,58.2,3,1,0.0
D001866,high,11306.12,14,1,2.0,109.9,1,1,-0.05
D001867,low,1828.04,4,0,,4.5,2,0,0.0
D001868,high,339858.45,11,0,,124.9,3,0,0.0
D001869,high,12407.57,6,0,,53.5,4,0,0.0
D001870,low,4781.47,23,0,,33.7,1,0,0.0
D001871,low,2625.62,15,0,,149.8,2,0,0.0
D001872,high,6105.25,7,0,,53.6,5,1,0.0
D001873,high,6222.68,20,1,8.0,60.2,1,0,-0.050786
D001874,low,2330.24,4,0,,67.2,5,0,0.0
D001875,low,898.53,6,0,,78.1,4,1,0.0
D001876,low,4837.63,14,0,,128.2,1,0,0.0
D001877,high,14169.7,23,1,11.0,141.0,3,0,-0.025992
D001878,high,9826.32,8,0,,91.5,4,0,0.0
D001879,high,27081.39,11,0,,130.0,5,0,0.0
D001880,low,5015.34,15,0,,131.1,2,0,0.0
D001881,low,3891.1,12,0,,31.5,3,0,0.0
D001882,low,3735.42,2,0,,27.0,3,0,0.0
D001883,low,3244.28,7,0,,39.5,1,0,0.0
D001884,low,807.25,20,0,,9.7,2,0,0.0
D001885,high,12587.16,20,1,8.0,69.1,3,0,-0.076923
D001886,high,14049.97,15,1,3.0,44.5,4,0,-0.050815
D001887,high,9219.29,7,0,,40.0,3,0,0.0
D001888,high,7461.85,19,1,7.0,97.5,4,0,-0.042994
D001889,high,13356.0,4,0,,30.6,2,0,0.0
D001890,high,58010.81,7,0,,23.0,2,0,0.0
D001891,low,3832.32,10,0,,48.5,4,0,0.0
D001892,low,4038.32,0,0,,46.8,2,0,0.0
D001893,high,18458.15,17,1,5.0,28.5,5,0,-0.059338
D001894,low,1081.54,4,0,,73.7,1,0,0.0
D001895,low,3977.16,9,0,,104.5,2,1,0.0
D001896,low,2628.35,6,0,,74.7,3,0,0.0
D001897,low,373.0,0,0,,53.3,1,0,0.0
D001898,high,5184.19,3,0,,63.5,1,0,0.0
D001899,high,12507.72,14,1,2.0,100.9,2,0,-0.044064
D001900,low,3448.24,11,0,,113.0,6,0,0.0
D001901,high,29897.06,22,1,10.0,93.1,2,0,-0.054951
D001902,low,1388.75,14,0,,39.4,3,0,0.0
D001903,high,5544.41,12,1,0.0,113.9,5,0,0.0
D001904,low,784.28,16,0,,126.1,2,0,0.0
D001905,low,1391.24,20,0,,22.5,3,0,0.0
D001906,high,9679.69,4,0,,34.9,1,0,0.0
D001907,low,3379.41,0,0,,38.6,2,1,0.0
D001908,high,8053.61,0,0,,43.1,1,0,0.0
D001909,low,3780.95,9,0,,126.2,2,0,0.0
D001910,low,2691.11,2,0,,64.1,4,0,0.0
D001911,low,507.2,20,0,,82.4,1,0,0.0
D001912,high,5469.31,19,1,7.0,91.7,1,0,-0.027236
D001913,low,4359.34,0,0,,87.7,2,0,0.0
D001914,high,40125.43,11,0,,47.7,3,0,0.0
D001915,low,1724.5,2,0,,36.7,1,0,0.0
D001916,low,3326.62,13,0,,27.8,3,0,0.0
D001917,low,4285.92,9,0,,18.6,3,1,0.0
D001918,high,8060.61,23,1,11.0,35.3,4,0,-0.066012
D001919,low,3009.9,5,0,,67.5,1,0,0.0
D001920,high,7332.27,22,1,10.0,24.0,1,0,-0.058741
D001921,low,4159.27,10,0,,73.7,3,0,0.0
D001922,high,5448.53,1,0,,45.4,2,0,0.0
D001923,low,525.43,0,0,,48.4,1,1,0.0
D001924,low,4346.57,14,0,,31.2,2,0,0.0
D001925,high,10323.72,10,0,,90.0,3,0,0.0
D001926,high,23869.04,14,1,2.0,8.8,4,0,-0.055982
D001927,low,1112.37,4,0,,128.4,1,0,0.0
D001928,low,2135.89,22,0,,46.9,4,0,0.0
D001929,low,3976.98,6,0,,98.6,2,0,0.0
D001930,high,6419.68,13,1,1.0,53.5,3,0,-0.029005
D001931,high,8648.07,22,1,10.0,25.5,2,0,-0.058464
D001932,low,659.83,3,0,,148.5,1,0,0.0
D001933,low,2310.94,14,0,,19.9,2,1,0.0
D001934,high,16708.28,0,0,,7.7,2,0,0.0
D001935,low,4501.88,10,0,,23.5,2,0,0.0
D001936,low,2774.75,15,0,,31.7,2,0,0.0
D001937,high,7453.54,10,0,,6.5,1,0,0.0
D001938,high,6561.05,2,0,,63.5,5,1,0.0
D001939,low,2629.74,7,0,,12.3,1,0,0.0
D001940,low,1652.35,13,0,,15.8,2,0,0.0
D001941,high,5130.85,13,1,1.0,107.1,2,0,-0.015681
D001942,high,9113.56,21,1,9.0,38.1,5,0,-0.07797
D001943,low,3058.81,19,0,,64.7,1,0,0.0
D001944,low,3334.51,5,0,,49.7,5,0,0.0
D001945,high,7214.16,21,1,9.0,135.2,5,0,-0.033429
D001946,high,7457.51,22,1,10.0,21.4,1,0,-0.027437
D001947,high,14443.49,15,1,3.0,112.7,3,0,-0.041944
D001948,low,649.78,20,0,,34.8,2,0,0.0
D001949,high,81301.89,1,0,,65.0,4,1,0.0
D001950,high,5158.67,13,1,1.0,31.0,1,0,-0.033403
D001951,high,77812.53,12,1,0.0,156.8,1,0,0.0
D001952,low,1764.34,0,0,,20.4,3,1,0.0
D001953,high,7947.6,13,1,1.0,43.2,1,0,-0.038862
D001954,low,2087.27,21,0,,117.0,1,1,0.0
D001955,high,17476.84,10,0,,40.8,5,1,0.0
D001956,high,10201.89,23,1,11.0,36.3,1,0,-0.07986
D001957,high,27545.95,10,0,,70.3,5,0,0.0
D001958,low,1010.75,3,0,,123.4,2,0,0.0
D001959,low,1225.02,13,0,,113.6,1,0,0.0
D001960,high,5319.89,10,0,,52.7,1,0,0.0
D001961,high,21795.03,21,1,9.0,45.3,1,0,-0.050144
D001962,low,1973.95,10,0,,13.3,2,0,0.0
D001963,low,3168.44,16,0,,46.3,1,0,0.0
D001964,low,3452.24,16,0,,111.3,6,0,0.0
D001965,low,1724.24,8,0,,52.6,3,0,0.0
D001966,low,2485.97,0,0,,23.0,4,0,0.0
D001967,low,2004.04,21,0,,52.5,1,0,0.0
D001968,low,715.65,3,0,,78.8,1,0,0.0
D001969,high,12661.58,10,0,,13.6,4,0,0.0
D001970,high,10712.46,9,0,,24.5,3,0,0.0
D001971,low,1291.72,19,0,,82.6,5,0,0.0
D001972,low,1390.08,16,0,,111.6,3,0,0.0
D001973,high,6325.17,8,0,,39.4,2,0,0.0
D001974,high,45874.16,5,0,,60.3,5,0,0.0
D001975,high,10686.8,12,1,0.0,30.5,3,0,0.0
D001976,low,4098.36,22,0,,34.1,2,1,0.0
D001977,low,551.59,17,0,,45.2,3,0,0.0
D001978,high,10091.8,23,1,11.0,78.9,3,0,-0.039362
D001979,high,7618.95,22,1,10.0,173.8,2,0,-0.029298
D001980,high,90700.08,19,1,7.0,12.2,3,0,-0.062551
D001981,high,6921.53,16,1,4.0,53.2,4,0,-0.043398
D001982,high,5780.71,21,1,9.0,96.6,2,0,-0.023979
D001983,high,9096.0,4,0,,85.1,2,0,0.0
D001984,low,1325.66,4,0,,127.1,1,1,0.0
D001985,high,12972.9,2,0,,70.1,3,0,0.0
D001986,low,2459.76,4,0,,110.1,2,0,0.0
D001987,low,4919.54,15,0,,30.6,4,0,0.0
D001988,low,3725.14,18,0,,69.2,3,0,0.0
D001989,high,5432.85,3,0,,85.4,3,0,0.0
D001990,low,347.38,15,0,,49.4,1,0,0.0
D001991,low,2695.24,3,0,,37.8,5,0,0.0
D001992,high,25404.97,11,0,,34.0,5,0,0.0
D001993,low,4297.26,11,0,,86.3,2,1,0.0
D001994,high,10492.5,4,0,,40.8,5,0,0.0
D001995,high,15983.1,5,0,,14.9,4,0,0.0
D001996,low,4889.46,14,0,,132.4,1,0,0.0
D001997,low,530.26,1,0,,44.1,1,1,0.0
D001998,high,12302.12,20,1,8.0,39.1,3,0,-0.05624
D001999,high,7176.84,11,0,,31.5,3,0,0.0
D002000,high,28782.94,20,1,8.0,23.9,2,0,-0.091374
D002001,low,296.95,13,0,,74.2,1,0,0.0
D002002,high,13183.84,7,0,,29.1,1,0,0.0
D002003,low,4682.51,2,0,,61.8,3,1,0.0
D002004,low,3231.04,17,0,,49.9,3,0,0.0
D002005,high,7350.26,19,1,7.0,49.7,6,0,-0.029794
D002006,low,1891.31,9,0,,19.3,1,0,0.0
D002007,low,4828.85,10,0,,52.2,3,0,0.0
D002008,high,5177.53,2,0,,24.5,2,1,0.0
D002009,low,3019.49,2,0,,39.4,2,0,0.0
D002010,high,92833.64,23,1,11.0,96.5,1,0,-0.071475
D002011,high,9343.84,12,1,0.0,8.9,1,0,0.0
D002012,low,2253.98,13,0,,35.2,2,0,0.0
D002013,high,46185.32,8,0,,56.0,3,0,0.0
D002014,high,33881.93,21,1,9.0,33.1,2,0,-0.098137
D002015,high,21055.89,10,0,,49.5,1,0,0.0
D002016,high,6838.01,14,1,2.0,7.2,3,0,-0.064484
D002017,high,7803.84,16,1,4.0,114.5,3,0,-0.042088
D002018,low,2281.36,12,0,,49.8,1,0,0.0
D002019,low,1833.31,17,0,,50.9,4,0,0.0
D002020,low,3001.06,6,0,,55.4,4,0,0.0
D002021,low,587.2,5,0,,23.3,1,0,0.0
D002022,high,6240.23,17,1,5.0,49.0,3,0,-0.057719
D002023,low,1436.92,14,0,,54.3,6,0,0.0
D002024,high,17950.77,15,1,3.0,46.1,1,0,-0.054876
D002025,high,103776.56,20,1,8.0,116.1,4,0,-0.041337
D002026,low,3211.43,17,0,,37.6,2,0,0.0
D002027,high,26165.93,8,0,,13.0,2,0,0.0
D002028,high,22642.77,13,1,1.0,20.6,3,0,-0.030943
D002029,high,6877.28,17,1,5.0,15.0,1,0,-0.108025
D002030,low,3208.43,18,0,,15.4,5,1,0.0
D002031,high,15237.68,15,1,3.0,66.7,1,0,-0.074004
D002032,high,10959.08,23,1,11.0,117.1,4,0,-0.034504
D002033,low,2357.04,22,0,,69.5,1,0,0.0
D002034,low,4969.62,7,0,,15.9,2,0,0.0
D002035,high,12353.49,2,0,,45.3,1,0,0.0
D002036,high,6731.92,6,0,,37.7,2,0,0.0
D002037,high,18978.34,4,0,,25.2,6,0,0.0
D002038,low,2617.81,6,0,,16.6,2,0,0.0
D002039,low,2565.05,1,0,,35.8,4,0,0.0
D002040,high,6882.06,3,0,,31.3,2,0,0.0
D002041,low,1213.28,7,0,,12.3,3,0,0.0
D002042,low,1869.07,17,0,,130.5,5,0,0.0
D002043,low,1299.23,6,0,,98.9,3,0,0.0
D002044,low,2325.56,4,0,,20.2,4,1,0.0
D002045,low,802.91,4,0,,44.9,3,0,0.0
D002046,low,1155.99,9,0,,69.3,1,0,0.0
D002047,low,4454.53,7,0,,24.6,2,1,0.0
D002048,high,8120.06,22,1,10.0,14.2,2,1,-0.07118
D002049,high,12988.91,15,1,3.0,15.8,4,0,-0.08736
D002050,low,2759.71,3,0,,32.2,2,0,0.0
D002051,high,12019.81,22,1,10.0,109.7,3,0,-0.094
D002052,low,3172.31,23,0,,102.5,2,1,0.0
D002053,low,4266.48,21,0,,60.1,2,0,0.0
D002054,low,1557.11,18,0,,51.2,4,0,0.0
D002055,low,2805.35,10,0,,108.7,4,0,0.0
D002056,high,6093.85,13,1,1.0,46.1,1,1,-0.023749
D002057,high,63612.1,4,0,,185.0,2,0,0.0
D002058,high,20696.33,22,1,10.0,75.5,1,0,-0.054015
D002059,high,6094.26,15,1,3.0,23.3,3,0,-0.074075
D002060,high,5581.32,3,0,,133.7,2,0,0.0
D002061,low,1573.67,6,0,,174.1,4,0,0.0
D002062,high,5259.29,14,1,2.0,22.3,4,0,-0.071329
D002063,high,5993.67,13,1,1.0,270.0,1,0,-0.01905
D002064,low,4984.34,16,0,,55.9,1,0,0.0
D002065,low,1224.52,1,0,,30.7,2,0,0.0
D002066,low,2256.86,8,0,,39.4,4,1,0.0
D002067,low,1859.64,23,0,,121.2,3,1,0.0
D002068,low,3622.1,17,0,,71.8,5,0,0.0
D002069,high,6499.08,20,1,8.0,88.2,2,0,-0.066382
D002070,low,2093.5,8,0,,25.7,5,0,0.0
D002071,low,3558.11,2,0,,49.1,1,0,0.0
D002072,low,3008.26,5,0,,109.9,1,1,0.0
D002073,high,32836.75,2,0,,58.4,2,0,0.0
D002074,high,15460.62,16,1,4.0,20.8,4,0,-0.054663
D002075,high,25390.46,22,1,10.0,58.2,2,0,-0.05247
D002076,high,17754.38,9,0,,34.3,1,0,0.0
D002077,low,1175.74,22,0,,17.0,5,0,0.0
D002078,high,13759.69,12,1,0.0,39.4,3,0,0.0
D002079,low,1802.42,6,0,,17.6,1,0,0.0
D002080,low,987.65,14,0,,99.4,2,1,0.0
D002081,low,1605.84,18,0,,118.6,1,0,0.0
D002082,high,8395.35,18,1,6.0,27.3,2,0,-0.09569
D002083,high,15818.25,6,0,,157.3,2,0,0.0
D002084,high,6005.37,11,0,,49.3,1,0,0.0
D002085,low,4718.03,17,0,,84.3,3,0,0.0
D002086,high,5863.73,5,0,,28.3,2,0,0.0
D002087,high,18384.22,2,0,,63.0,2,0,0.0
D002088,high,21034.89,12,1,0.0,38.9,2,0,0.0
D002089,high,5597.05,15,1,3.0,76.7,3,0,-0.068728
D002090,high,24169.87,1,0,,147.2,5,0,0.0
D002091,high,10937.5,5,0,,125.6,1,0,0.0
D002092,low,952.85,19,0,,22.2,1,0,0.0
D002093,low,2828.09,0,0,,10.5,1,1,0.0
D002094,low,2638.78,22,0,,134.1,1,0,0.0
D002095,high,18547.64,2,0,,14.6,5,0,0.0
D002096,low,3451.95,19,0,,61.6,2,0,0.0
D002097,low,4759.84,23,0,,123.0,1,0,0.0
D002098,low,1484.19,13,0,,37.9,1,0,0.0
D002099,high,5915.34,20,1,8.0,129.3,6,0,-0.042936
D002100,high,24248.33,12,1,0.0,34.8,1,0,0.0
D002101,low,90.24,16,0,,93.3,3,0,0.0
D002102,high,7694.99,23,1,11.0,69.2,1,0,-0.071941
D002103,low,1121.51,1,0,,66.9,5,0,0.0
D002104,low,693.37,0,0,,77.5,1,0,0.0
D002105,low,1761.74,20,0,,57.7,1,0,0.0
D002106,low,4916.43,0,0,,37.6,1,0,0.0
D002107,low,2917.41,0,0,,75.2,1,0,0.0
D002108,high,5221.68,16,1,4.0,28.8,3,0,-0.055922
D002109,high,12147.83,19,1,7.0,20.2,4,0,-0.081841
