account_id,value_group,account_value,engagement_score,dormancy_streak_months,flagged,product_count,tenure_months,balance,offer_type,treated,bad_outcome,true_effect_prob
M003631,low,150.09,49.7,0,0,1,22.7,130.52,sms,1,0,-0.035131
M003632,high,6953.09,41.4,2,0,5,109.8,3973.19,cashback,1,0,-0.062881
M003633,low,543.88,57.3,1,0,3,111.6,375.09,sms,1,1,-0.041961
M003634,high,11814.99,22.7,1,1,4,76.9,7384.37,cashback,1,0,-0.140669
M003635,low,1618.15,5.1,4,1,1,86.2,1407.09,none,0,1,0.0
M003636,low,1362.68,52.8,0,0,4,50.1,851.67,sms,1,1,-0.048742
M003637,high,5548.99,40.8,3,1,1,30.9,4825.21,cashback,1,0,-0.175221
M003638,low,3733.22,30.9,0,0,1,69.4,3246.28,sms,1,0,-0.048232
M003639,high,9318.62,63.7,1,0,1,49.2,8103.15,cashback,1,0,-0.037479
M003640,high,13128.07,51.5,1,0,1,26.4,11415.71,none,0,0,0.0
M003641,high,5589.6,35.8,1,0,1,49.8,4860.53,cashback,1,0,-0.096309
M003642,high,47679.19,78.8,2,0,1,67.9,41460.17,cashback,1,0,-0.063245
M003643,low,1863.43,31.2,1,0,1,22.8,1620.37,sms,1,0,-0.039302
M003644,low,626.95,49.5,2,0,3,37.8,432.38,sms,1,0,-0.039014
M003645,high,10386.25,40.6,2,0,1,115.4,9031.52,none,0,0,0.0
M003646,high,5631.61,26.4,3,1,4,76.3,3519.75,cashback,1,0,-0.181282
M003647,high,9238.88,47.9,1,0,1,36.1,8033.81,cashback,1,0,-0.092553
M003648,low,3633.78,28.4,2,0,1,128.6,3159.81,none,0,0,0.0
M003649,high,12315.91,41.6,3,1,3,30.6,8493.73,cashback,1,1,-0.184916
M003650,low,931.45,35.1,4,1,3,40.6,642.38,none,0,1,0.0
M003651,low,2630.69,0.0,0,0,4,56.1,1644.18,sms,1,1,-0.067694
M003652,low,1479.85,38.5,0,0,5,67.6,845.63,sms,1,1,-0.036598
M003653,high,20738.01,14.8,2,1,3,91.7,14302.08,cashback,1,1,-0.185316
M003654,high,6803.63,7.8,1,1,1,6.6,5916.2,cashback,1,0,-0.185271
M003655,low,1403.98,39.8,1,0,6,67.0,738.94,sms,1,0,-0.049212
M003656,high,25071.7,12.5,2,1,2,50.2,19285.92,cashback,1,1,-0.184903
M003657,high,4662.05,62.5,3,1,2,18.7,3586.19,cashback,1,0,-0.184192
M003658,high,20366.88,63.1,2,0,3,22.0,14046.12,cashback,1,0,-0.084868
M003659,high,8036.19,68.8,3,1,2,32.9,6181.68,cashback,1,1,-0.185296
M003660,high,5990.95,83.1,1,0,4,46.2,3744.34,cashback,1,1,-0.059932
M003661,low,3753.94,58.1,2,0,2,133.5,2887.65,sms,1,1,-0.063179
M003662,low,3067.11,55.5,1,0,3,37.3,2115.25,none,0,0,0.0
M003663,high,4657.79,65.2,2,0,3,43.1,3212.27,cashback,1,0,-0.05219
M003664,low,2749.02,35.9,4,1,3,24.7,1895.88,sms,1,1,-0.073462
M003665,low,1763.85,55.9,1,0,2,78.1,1356.81,sms,1,0,-0.052948
M003666,high,4491.25,5.9,2,1,2,68.8,3454.81,cashback,1,1,-0.184194
M003667,low,1071.19,48.5,2,0,1,117.4,931.47,sms,1,0,-0.047914
M003668,high,9902.15,40.3,1,0,1,76.0,8610.56,cashback,1,1,-0.081169
M003669,low,3840.61,57.6,1,0,5,51.9,2194.63,sms,1,0,-0.044818
M003670,high,8002.38,42.7,1,0,2,73.9,6155.67,cashback,1,0,-0.06546
M003671,low,3314.42,66.8,1,0,1,31.0,2882.1,none,0,0,0.0
M003672,low,1837.52,58.1,2,0,1,115.1,1597.84,sms,1,0,-0.036779
M003673,high,23416.78,58.8,3,1,2,38.2,18012.91,none,0,0,0.0
M003674,low,1718.92,69.6,2,0,3,35.8,1185.46,sms,1,0,-0.040854
M003675,low,701.68,46.3,0,0,4,107.6,438.55,sms,1,0,-0.052017
M003676,low,1742.36,38.3,3,1,5,11.6,995.63,sms,1,0,-0.081918
M003677,high,4816.18,55.0,3,1,3,83.8,3321.5,cashback,1,0,-0.172928
M003678,low,3438.7,17.9,0,0,1,54.8,2990.18,sms,1,1,-0.049217
M003679,low,3660.89,66.5,2,0,2,57.5,2816.07,sms,1,0,-0.033365
M003680,high,4271.8,18.7,2,1,1,83.0,3714.61,cashback,1,0,-0.18383
M003681,low,3299.85,41.9,1,0,1,38.6,2869.44,sms,1,0,-0.058902
M003682,low,3809.29,34.0,3,1,1,88.2,3312.43,sms,1,1,-0.074637
M003683,high,9185.83,66.4,0,0,2,44.2,7066.02,cashback,1,0,-0.054708
M003684,high,79567.66,88.7,3,1,4,41.5,49729.79,cashback,1,0,-0.182031
M003685,low,2565.72,49.8,2,0,3,45.4,1769.46,sms,1,0,-0.044128
M003686,low,1727.59,41.7,3,1,2,104.6,1328.92,sms,1,1,-0.087191
M003687,high,20321.06,35.5,2,0,2,62.5,15631.59,cashback,1,1,-0.084612
M003688,high,5776.12,32.9,3,1,1,100.6,5022.71,cashback,1,1,-0.18528
M003689,high,4926.16,41.8,3,1,1,75.0,4283.62,cashback,1,1,-0.184498
M003690,high,31576.21,61.6,0,0,1,13.3,27457.57,cashback,1,0,-0.071805
M003691,high,4984.81,41.3,1,0,6,51.3,2623.58,cashback,1,0,-0.038695
M003692,high,16497.1,18.4,1,1,4,71.2,10310.69,cashback,1,0,-0.183929
M003693,high,8543.45,59.0,2,0,3,30.8,5892.03,cashback,1,0,-0.09081
M003694,low,2149.0,58.4,3,1,4,40.4,1343.12,sms,1,0,-0.075457
M003695,low,2259.98,34.9,0,0,2,22.3,1738.45,sms,1,0,-0.073326
M003696,high,4979.52,51.9,2,0,1,9.4,4330.02,cashback,1,0,-0.101831
M003697,low,798.73,34.4,3,1,1,54.6,694.55,sms,1,0,-0.080369
M003698,high,6487.88,44.9,2,0,1,10.1,5641.63,cashback,1,0,-0.123061
M003699,high,5939.86,72.7,4,1,2,45.1,4569.12,cashback,1,0,-0.183437
M003700,high,16121.64,77.4,1,0,6,60.1,8485.08,cashback,1,0,-0.052903
M003701,low,556.37,44.1,5,1,1,11.6,483.8,sms,1,1,-0.078086
M003702,low,149.88,56.3,1,0,2,64.4,115.29,sms,1,0,-0.042781
M003703,low,2150.36,37.0,4,1,1,240.7,1869.87,sms,1,1,-0.074781
M003704,high,5951.98,20.2,0,0,2,106.2,4578.45,cashback,1,0,-0.048407
M003705,high,19489.2,74.2,3,1,1,36.3,16947.13,cashback,1,0,-0.184739
M003706,high,42104.54,58.6,0,0,2,64.9,32388.1,cashback,1,0,-0.057498
M003707,high,4637.08,34.8,1,0,2,38.8,3566.99,cashback,1,0,-0.094775
M003708,low,2595.3,38.1,0,0,3,50.3,1789.86,sms,1,0,-0.054269
M003709,high,12268.19,78.1,1,0,3,50.1,8460.82,cashback,1,1,-0.095113
M003710,high,4660.93,27.2,1,0,1,51.8,4052.98,cashback,1,0,-0.066572
M003711,low,1280.87,62.7,1,0,2,40.7,985.29,sms,1,0,-0.044183
M003712,high,18119.8,18.8,5,1,1,13.9,15756.35,cashback,1,0,-0.184895
M003713,high,13387.25,68.8,2,0,1,44.1,11641.09,cashback,1,0,-0.09007
M003714,low,624.91,62.4,0,0,3,108.6,430.97,sms,1,0,-0.051929
M003715,high,8788.94,68.9,3,1,2,22.2,6760.73,cashback,1,0,-0.182588
M003716,low,3954.85,91.4,0,0,5,66.7,2259.92,sms,1,0,-0.040446
M003717,high,15826.53,53.4,3,1,5,152.3,9043.73,none,0,1,0.0
M003718,low,4052.77,22.7,1,1,1,139.8,3524.15,sms,1,1,-0.086397
M003719,high,10356.58,30.8,2,0,2,38.3,7966.6,cashback,1,0,-0.078787
M003720,high,6268.52,57.2,1,0,5,63.2,3582.01,cashback,1,0,-0.072722
M003721,high,5186.76,33.3,0,0,1,78.0,4510.23,cashback,1,0,-0.065417
M003722,high,16092.06,41.3,2,0,3,16.8,11097.97,cashback,1,0,-0.09198
M003723,low,1699.33,32.3,3,1,2,49.6,1307.17,none,0,1,0.0
M003724,high,15180.83,43.8,1,0,5,87.2,8674.76,cashback,1,0,-0.054059
M003725,low,1843.28,49.0,3,1,1,34.7,1602.85,sms,1,0,-0.085342
M003726,low,1559.29,33.8,1,0,2,67.0,1199.46,sms,1,1,-0.046755
M003727,low,953.96,34.6,3,1,2,110.8,733.81,sms,1,1,-0.073508
M003728,low,940.37,86.0,1,0,1,52.8,817.71,sms,1,0,-0.049754
M003729,low,512.66,13.9,0,0,1,30.0,445.79,sms,1,0,-0.052028
M003730,low,1222.27,27.1,1,0,1,91.0,1062.85,sms,1,0,-0.044378
M003731,low,2726.27,35.2,0,0,1,140.6,2370.67,sms,1,0,-0.046274
M003732,high,18822.09,39.8,1,0,5,13.0,10755.48,cashback,1,0,-0.079792
M003733,high,16569.98,34.2,0,0,2,23.4,12746.14,cashback,1,0,-0.092402
M003734,high,7454.63,73.4,1,0,3,115.2,5141.12,cashback,1,0,-0.059292
M003735,high,9893.18,50.2,1,0,3,18.9,6822.88,none,0,0,0.0
M003736,high,86647.37,92.0,1,0,2,43.6,66651.82,cashback,1,0,-0.102237
M003737,low,2496.48,76.3,4,1,1,64.2,2170.85,sms,1,1,-0.07431
M003738,low,451.84,66.4,4,1,1,59.7,392.9,sms,1,0,-0.087139
M003739,high,31545.51,70.7,3,1,3,65.7,21755.53,cashback,1,0,-0.184021
M003740,high,5700.47,32.6,2,0,1,23.5,4956.93,cashback,1,0,-0.086196
M003741,high,6408.85,56.0,1,0,2,11.7,4929.89,cashback,1,0,-0.063956
M003742,high,13567.74,28.1,1,0,6,49.3,7140.92,cashback,1,0,-0.081349
M003743,high,7629.82,19.8,1,1,3,72.1,5261.95,cashback,1,0,-0.178388
M003744,high,5034.18,65.4,2,0,1,19.1,4377.55,cashback,1,0,-0.082867
M003745,low,1231.48,79.5,0,0,1,10.5,1070.85,sms,1,0,-0.072496
M003746,high,26531.01,59.4,1,0,2,22.6,20408.47,cashback,1,0,-0.089814
M003747,low,2882.16,45.4,4,1,1,32.2,2506.22,sms,1,0,-0.059688
M003748,high,4590.96,33.9,4,1,1,74.2,3992.14,cashback,1,1,-0.17895
M003749,high,19447.03,52.9,0,0,1,86.5,16910.46,cashback,1,0,-0.048561
M003750,low,2965.68,47.9,1,0,3,128.1,2045.29,sms,1,0,-0.041071
M003751,high,50315.24,64.9,0,0,6,45.6,26481.71,cashback,1,0,-0.050241
M003752,low,2098.85,49.8,3,1,2,103.4,1614.5,sms,1,0,-0.086634
M003753,high,6448.46,37.8,2,0,2,40.6,4960.35,cashback,1,0,-0.0763
M003754,high,11213.01,44.5,0,0,6,79.7,5901.59,cashback,1,0,-0.055347
M003755,high,12618.16,41.6,1,0,5,48.6,7210.38,cashback,1,0,-0.069309
M003756,low,3995.48,44.4,0,0,3,28.2,2755.5,sms,1,1,-0.057028
M003757,low,2487.31,19.2,1,1,2,65.1,1913.31,sms,1,1,-0.077656
M003758,low,336.21,64.0,3,1,2,27.8,258.62,sms,1,0,-0.078048
M003759,high,4785.94,24.8,0,0,3,125.6,3300.65,cashback,1,0,-0.071237
M003760,low,2434.87,38.1,2,0,4,14.6,1521.79,sms,1,0,-0.02706
M003761,high,5029.81,47.2,2,0,1,14.3,4373.75,cashback,1,0,-0.053782
M003762,low,1881.28,38.3,1,0,4,74.3,1175.8,sms,1,1,-0.04838
M003763,high,21969.52,39.0,0,0,4,74.1,13730.95,cashback,1,0,-0.065163
M003764,low,2614.88,54.5,2,0,3,79.3,1803.37,sms,1,1,-0.056978
M003765,low,1140.33,63.0,1,0,2,81.8,877.18,sms,1,0,-0.044002
M003766,low,2088.93,36.0,3,1,2,32.8,1606.87,sms,1,0,-0.083846
M003767,low,966.78,33.1,3,1,2,85.2,743.67,sms,1,0,-0.079417
M003768,high,7203.67,15.9,1,1,3,93.5,4968.04,cashback,1,0,-0.168741
M003769,low,1618.44,28.3,1,0,1,14.2,1407.33,sms,1,1,-0.041829
M003770,low,803.03,57.7,2,0,1,19.5,698.29,sms,1,0,-0.055178
M003771,high,6215.28,38.2,1,0,1,29.4,5404.59,cashback,1,0,-0.131135
M003772,high,6404.56,57.8,3,1,3,59.0,4416.94,cashback,1,0,-0.184778
M003773,low,1486.17,44.4,0,0,5,27.6,849.24,sms,1,0,-0.046189
M003774,high,5462.21,39.3,3,1,2,21.5,4201.7,cashback,1,0,-0.18071
M003775,high,4249.72,30.5,4,1,1,42.7,3695.41,cashback,1,0,-0.183922
M003776,high,8530.92,65.2,1,0,1,71.7,7418.19,none,0,0,0.0
M003777,low,3349.57,7.9,4,1,1,103.3,2912.67,sms,1,0,-0.086919
M003778,low,149.01,57.2,2,0,3,144.2,102.77,sms,1,0,-0.043865
M003779,low,2048.69,62.4,3,1,3,68.6,1412.89,sms,1,0,-0.082962
M003780,high,18238.8,57.8,1,0,5,18.3,10422.17,none,0,0,0.0
M003781,low,2204.56,33.5,1,0,1,146.9,1917.01,sms,1,1,-0.056109
M003782,low,3080.08,33.4,1,0,3,5.5,2124.19,sms,1,0,-0.048673
M003783,low,3548.29,75.7,2,0,4,66.8,2217.68,sms,1,1,-0.061302
M003784,high,5908.5,42.8,1,0,3,59.6,4074.83,cashback,1,0,-0.065449
M003785,low,2227.35,42.6,2,0,2,41.4,1713.35,sms,1,1,-0.044641
M003786,low,3689.19,38.2,1,0,3,98.6,2544.27,sms,1,0,-0.042787
M003787,low,1380.45,59.3,2,0,3,29.4,952.04,sms,1,0,-0.046009
M003788,high,11800.79,75.6,0,0,4,65.2,7375.49,cashback,1,1,-0.085352
M003789,low,3004.45,14.4,0,0,1,34.8,2612.57,none,0,0,0.0
M003790,high,9063.34,59.0,3,1,4,50.8,5664.59,none,0,1,0.0
M003791,high,13288.1,26.1,2,0,1,43.4,11554.87,cashback,1,0,-0.100302
M003792,low,1345.89,47.3,0,0,5,123.1,769.08,sms,1,0,-0.054075
M003793,low,742.97,0.0,1,1,2,23.2,571.52,none,0,1,0.0
M003794,high,6180.03,54.1,2,0,3,14.0,4262.09,cashback,1,0,-0.083332
M003795,high,5904.53,61.5,1,0,2,63.1,4541.95,none,0,0,0.0
M003796,high,18447.39,59.2,4,1,2,130.2,14190.3,cashback,1,1,-0.167449
M003797,high,10385.25,64.1,3,1,2,23.1,7988.66,cashback,1,1,-0.174339
M003798,low,1807.46,31.1,1,0,1,50.7,1571.7,sms,1,0,-0.044155
M003799,low,3344.13,52.5,2,0,3,129.2,2306.3,sms,1,0,-0.055428
M003800,high,7195.45,25.5,4,1,4,55.3,4497.15,cashback,1,0,-0.179267
M003801,high,4872.88,49.5,0,0,2,71.8,3748.37,cashback,1,0,-0.075484
M003802,low,3258.37,72.8,3,1,1,75.3,2833.36,sms,1,1,-0.078851
M003803,high,9450.58,36.9,1,0,2,101.5,7269.67,cashback,1,0,-0.08267
M003804,high,10625.05,58.0,1,0,2,15.1,8173.11,cashback,1,0,-0.060279
M003805,high,5731.09,24.0,1,1,1,29.5,4983.56,cashback,1,0,-0.182696
M003806,high,4546.52,33.6,3,1,2,29.8,3497.33,none,0,1,0.0
M003807,low,3686.29,60.0,5,1,3,53.8,2542.27,sms,1,0,-0.081382
M003808,low,2871.78,6.4,0,0,1,41.7,2497.2,sms,1,0,-0.033883
M003809,high,6072.86,23.9,0,0,1,26.6,5280.75,cashback,1,0,-0.082507
M003810,high,4964.87,47.2,1,0,1,50.6,4317.28,cashback,1,0,-0.072026
M003811,high,9107.74,31.8,1,0,4,45.3,5692.33,cashback,1,0,-0.07834
M003812,low,1519.47,47.5,2,0,3,39.1,1047.91,sms,1,0,-0.045485
M003813,low,1148.61,48.3,1,0,1,13.7,998.79,sms,1,0,-0.050867
M003814,low,357.65,43.7,3,1,3,42.0,246.66,sms,1,1,-0.083101
M003815,low,4078.64,33.5,2,0,4,16.7,2549.15,sms,1,0,-0.063229
M003816,low,435.59,32.9,1,0,1,87.4,378.77,sms,1,1,-0.04916
M003817,low,2089.91,40.0,1,0,2,40.9,1607.62,sms,1,1,-0.04901
M003818,high,8204.28,40.3,0,0,4,83.1,5127.68,cashback,1,0,-0.03959
M003819,low,2116.86,65.4,0,0,3,11.7,1459.9,sms,1,0,-0.070834
M003820,high,13887.82,31.9,2,0,4,71.2,8679.89,cashback,1,0,-0.057772
M003821,high,4919.5,68.8,1,0,1,80.6,4277.83,cashback,1,0,-0.057895
M003822,low,3142.65,63.2,1,0,5,45.5,1795.8,sms,1,0,-0.035275
M003823,low,1992.91,20.2,0,0,1,26.4,1732.96,sms,1,0,-0.037815
M003824,high,19565.79,59.7,1,0,1,22.6,17013.73,cashback,1,0,-0.06904
M003825,high,4872.83,0.0,2,1,1,17.0,4237.24,cashback,1,0,-0.171497
M003826,low,785.79,0.0,1,1,3,35.9,541.92,none,0,1,0.0
M003827,low,1728.23,51.4,1,0,3,43.6,1191.88,none,0,0,0.0
M003828,high,29863.45,60.6,1,0,1,126.8,25968.22,cashback,1,0,-0.060213
M003829,low,1569.72,60.8,4,1,5,65.0,896.98,sms,1,1,-0.083213
M003830,low,260.12,67.0,1,0,2,38.9,200.09,sms,1,0,-0.052454
M003831,low,3079.08,78.9,2,0,3,158.6,2123.5,sms,1,0,-0.039815
M003832,high,9312.92,60.2,2,0,6,5.9,4901.54,cashback,1,0,-0.047939
M003833,low,1063.99,32.5,0,0,2,13.5,818.45,sms,1,0,-0.047463
M003834,high,14259.65,41.1,3,1,2,59.2,10968.96,cashback,1,1,-0.165261
M003835,high,10311.28,71.3,1,0,2,9.4,7931.75,none,0,1,0.0
M003836,high,9362.75,34.2,1,0,3,19.8,6457.07,cashback,1,0,-0.096528
M003837,low,1542.2,65.9,1,0,1,65.5,1341.04,sms,1,0,-0.057346
M003838,high,5033.51,36.1,1,0,3,39.4,3471.39,cashback,1,1,-0.074201
M003839,low,1658.96,18.7,1,1,1,10.2,1442.57,sms,1,0,-0.087191
M003840,high,9370.12,47.0,2,0,3,48.1,6462.15,cashback,1,0,-0.056034
M003841,high,4283.55,28.1,3,1,3,55.4,2954.17,cashback,1,0,-0.183335
M003842,low,1033.55,44.7,1,0,4,80.2,645.97,sms,1,0,-0.024484
M003843,low,3588.64,27.6,2,0,1,96.3,3120.55,sms,1,1,-0.061468
M003844,low,1161.75,23.0,2,1,2,29.5,893.65,sms,1,0,-0.086176
M003845,low,2753.82,29.6,1,0,1,75.2,2394.63,sms,1,1,-0.057236
M003846,low,2148.77,42.1,3,1,4,26.8,1342.98,sms,1,1,-0.080067
M003847,high,11131.03,50.9,0,0,3,39.4,7676.57,none,0,0,0.0
M003848,high,11211.52,42.5,3,1,2,78.7,8624.25,cashback,1,0,-0.173053
M003849,high,5895.29,25.5,3,1,1,62.4,5126.34,cashback,1,0,-0.184639
M003850,low,2349.6,55.0,1,0,1,115.9,2043.13,sms,1,0,-0.027555
M003851,low,2393.84,46.2,3,1,3,107.3,1650.92,sms,1,0,-0.086696
M003852,low,1183.88,40.1,5,1,2,68.3,910.68,sms,1,1,-0.081705
M003853,high,51956.17,51.5,1,0,3,53.2,35831.84,cashback,1,0,-0.049325
M003854,low,1247.36,31.5,2,0,1,93.7,1084.66,sms,1,0,-0.032703
M003855,high,4225.63,35.9,0,0,1,48.7,3674.46,none,0,0,0.0
M003856,low,3361.17,45.3,1,0,3,11.0,2318.05,sms,1,1,-0.067996
M003857,low,1983.7,46.8,3,1,1,51.3,1724.96,sms,1,1,-0.079892
M003858,high,10006.23,31.6,1,0,3,62.9,6900.85,none,0,0,0.0
M003859,high,13929.63,22.5,2,1,2,63.9,10715.1,cashback,1,0,-0.184074
M003860,high,11617.55,48.3,1,0,6,61.4,6114.5,none,0,0,0.0
M003861,high,28552.74,77.7,2,0,1,80.1,24828.47,cashback,1,0,-0.100899
M003862,high,8951.27,45.4,0,0,4,41.2,5594.55,none,0,0,0.0
M003863,low,3797.05,61.7,0,0,2,98.7,2920.81,none,0,0,0.0
M003864,low,618.84,46.1,1,0,3,8.2,426.79,sms,1,0,-0.066157
M003865,low,2995.24,0.0,2,1,3,44.9,2065.68,sms,1,0,-0.086919
M003866,high,6834.42,34.5,2,0,3,56.7,4713.39,cashback,1,0,-0.079377
M003867,high,4365.84,47.4,3,1,4,138.2,2728.65,cashback,1,1,-0.184635
M003868,low,1168.51,30.5,1,0,1,34.9,1016.1,sms,1,0,-0.040778
M003869,high,7282.9,40.0,1,0,4,36.6,4551.81,none,0,0,0.0
M003870,high,7580.55,52.6,2,0,3,134.3,5227.97,none,0,0,0.0
M003871,low,2422.12,47.5,2,0,2,7.9,1863.17,sms,1,0,-0.05535
M003872,high,5056.75,66.3,0,0,3,97.5,3487.41,cashback,1,0,-0.08571
M003873,low,1102.47,28.3,0,0,2,21.6,848.06,sms,1,0,-0.03619
M003874,low,1910.99,48.9,1,0,2,113.1,1470.0,sms,1,0,-0.063499
M003875,high,14589.04,38.9,0,0,2,47.8,11222.34,none,0,0,0.0
M003876,low,3562.95,47.0,1,0,1,10.8,3098.22,sms,1,0,-0.055557
M003877,high,10037.71,72.4,1,0,3,21.0,6922.56,cashback,1,0,-0.090809
M003878,high,6917.91,64.9,1,0,3,74.1,4770.97,cashback,1,0,-0.053634
M003879,low,3627.41,36.6,1,0,1,56.3,3154.27,sms,1,0,-0.04176
M003880,high,7819.28,46.2,1,0,2,49.5,6014.83,cashback,1,0,-0.040892
M003881,low,3629.0,41.6,2,0,1,12.7,3155.65,sms,1,0,-0.051126
M003882,high,5831.73,44.3,3,1,1,49.0,5071.07,cashback,1,0,-0.180134
M003883,low,1153.74,60.6,0,0,2,10.0,887.49,sms,1,0,-0.044739
M003884,low,409.24,57.2,1,0,2,19.0,314.8,sms,1,0,-0.057102
M003885,high,6339.19,53.8,0,0,4,43.3,3961.99,cashback,1,0,-0.072788
M003886,low,610.98,50.5,1,0,4,37.3,381.86,sms,1,0,-0.062978
M003887,low,204.85,49.2,2,0,1,252.8,178.13,sms,1,0,-0.01168
M003888,low,245.09,51.4,3,1,3,138.2,169.03,sms,1,1,-0.0843
M003889,high,7362.97,28.9,3,1,5,68.2,4207.41,cashback,1,0,-0.180939
M003890,high,8454.84,45.2,3,1,2,17.7,6503.72,cashback,1,0,-0.179692
M003891,high,13593.09,43.5,2,0,4,300.0,8495.68,cashback,1,0,-0.022746
M003892,high,8664.22,72.9,1,0,1,124.8,7534.1,cashback,1,0,-0.053781
M003893,low,2605.35,56.5,2,0,4,153.4,1628.35,sms,1,0,-0.043526
M003894,low,2119.68,45.6,3,1,1,62.6,1843.2,sms,1,0,-0.086899
M003895,low,1690.28,40.6,4,1,5,152.3,965.87,sms,1,1,-0.087034
M003896,low,4011.57,33.5,0,0,1,41.4,3488.32,sms,1,0,-0.057179
M003897,low,319.48,65.1,4,1,5,27.4,182.56,sms,1,0,-0.084494
M003898,high,18721.18,40.6,3,1,2,37.7,14400.91,cashback,1,0,-0.171717
M003899,low,1695.83,34.0,3,1,4,70.1,1059.89,sms,1,0,-0.083735
M003900,high,14376.39,59.6,1,0,4,46.5,8985.24,cashback,1,0,-0.07078
M003901,low,3167.99,89.9,1,0,1,39.5,2754.78,none,0,0,0.0
M003902,low,673.28,44.4,3,1,2,98.0,517.91,sms,1,1,-0.08466
M003903,low,1616.17,45.5,0,0,2,73.9,1243.21,sms,1,0,-0.044192
M003904,high,6904.86,49.3,2,0,4,40.2,4315.54,cashback,1,0,-0.069974
M003905,high,5916.75,35.8,1,0,3,80.4,4080.51,cashback,1,0,-0.048514
M003906,low,1108.55,51.5,0,0,1,43.5,963.96,sms,1,0,-0.046334
M003907,high,17120.75,39.6,1,0,3,21.3,11807.42,cashback,1,0,-0.087132
M003908,high,16779.96,57.0,4,1,3,72.5,11572.38,cashback,1,0,-0.180958
M003909,low,3446.05,23.2,1,1,3,72.3,2376.58,sms,1,1,-0.086927
M003910,low,101.66,15.8,4,1,3,100.7,70.11,sms,1,0,-0.078532
M003911,high,6316.69,42.2,1,0,2,43.6,4858.99,none,0,0,0.0
M003912,low,2657.7,36.7,0,0,4,79.9,1661.06,sms,1,0,-0.035976
M003913,high,4231.99,54.6,2,0,1,139.4,3679.99,cashback,1,0,-0.055865
M003914,low,2106.66,45.3,2,0,2,65.7,1620.51,sms,1,0,-0.044153
M003915,low,1805.01,56.6,1,0,2,32.6,1388.47,sms,1,1,-0.040354
M003916,high,15985.35,39.6,2,0,1,38.0,13900.3,cashback,1,0,-0.096997
M003917,low,1735.81,58.8,0,0,1,70.0,1509.4,none,0,0,0.0
M003918,low,3926.87,50.8,0,0,1,62.3,3414.67,sms,1,0,-0.046102
M003919,low,1876.83,33.4,2,0,2,53.6,1443.71,sms,1,0,-0.058028
M003920,low,723.4,21.9,2,1,1,73.6,629.04,sms,1,1,-0.085632
M003921,low,2467.81,49.0,0,0,2,33.1,1898.31,sms,1,0,-0.060729
M003922,low,2724.14,90.2,2,0,1,146.6,2368.82,sms,1,0,-0.051862
M003923,low,1283.45,64.7,2,0,1,84.0,1116.04,sms,1,0,-0.04245
M003924,high,6071.88,17.7,1,1,4,21.4,3794.92,cashback,1,0,-0.182806
M003925,high,4239.09,0.0,0,0,1,47.1,3686.17,cashback,1,0,-0.122494
M003926,low,3652.88,47.0,2,0,1,25.4,3176.42,sms,1,0,-0.05363
M003927,high,4320.84,9.8,4,1,3,39.8,2979.89,cashback,1,0,-0.170849
M003928,high,4436.47,54.0,2,0,3,145.6,3059.64,cashback,1,0,-0.045467
M003929,low,1165.97,44.3,4,1,3,188.2,804.12,sms,1,1,-0.082969
M003930,low,2206.48,45.6,0,0,3,21.0,1521.71,none,0,0,0.0
M003931,low,4045.42,60.2,3,1,1,104.8,3517.75,sms,1,0,-0.086623
M003932,low,2061.45,28.7,0,0,1,55.7,1792.56,sms,1,1,-0.044931
M003933,low,4015.73,28.1,3,1,1,40.6,3491.94,none,0,1,0.0
M003934,high,10361.26,51.5,4,1,1,32.9,9009.79,cashback,1,0,-0.18235
M003935,low,948.74,56.6,3,1,4,84.6,592.96,sms,1,1,-0.087117
M003936,low,337.66,26.5,0,0,2,51.1,259.74,sms,1,1,-0.034865
M003937,high,36843.79,38.6,2,0,4,116.3,23027.37,cashback,1,0,-0.038446
M003938,low,3497.7,55.9,4,1,1,100.1,3041.48,sms,1,1,-0.087209
M003939,low,3587.38,12.8,1,1,3,60.9,2474.05,sms,1,1,-0.085315
M003940,low,1355.1,14.8,5,1,2,130.8,1042.39,sms,1,0,-0.085738
M003941,high,4606.65,28.6,3,1,6,10.7,2424.55,cashback,1,0,-0.185244
M003942,high,14297.22,62.5,3,1,1,100.0,12432.36,cashback,1,0,-0.149758
M003943,high,15271.02,75.3,0,0,1,91.8,13279.15,cashback,1,0,-0.06044
M003944,high,60855.15,12.2,2,1,1,71.8,52917.52,cashback,1,0,-0.182424
M003945,low,2351.9,21.1,2,1,3,141.6,1622.0,sms,1,1,-0.087272
M003946,high,7813.49,51.2,2,0,3,27.4,5388.61,cashback,1,0,-0.068286
M003947,high,8685.63,46.4,1,0,2,56.1,6681.26,none,0,1,0.0
M003948,low,1293.73,37.1,1,0,1,91.9,1124.98,sms,1,0,-0.04446
M003949,low,1735.11,18.8,1,1,1,48.3,1508.79,sms,1,0,-0.078113
M003950,low,970.12,38.6,0,0,2,64.0,746.25,sms,1,0,-0.046334
M003951,low,256.42,51.6,0,0,1,35.4,222.97,sms,1,0,-0.056729
M003952,low,1872.9,49.1,1,0,1,110.2,1628.61,sms,1,0,-0.046533
M003953,high,28039.31,53.4,4,1,5,152.0,16022.46,none,0,0,0.0
M003954,high,38047.56,31.7,5,1,5,30.2,21741.46,cashback,1,1,-0.182864
M003955,high,13871.72,29.3,1,0,3,74.7,9566.71,cashback,1,0,-0.038655
