account_id,withdrawal_pct,treated_rm_contact,tenure_months,product_count,balance,account_value,churn_within_60d
W002632,12.2,0,89.0,3,7172.28,10399.8,0
W002633,30.39,1,54.7,3,5255.16,7619.98,0
W002634,24.82,0,121.1,1,12744.03,14655.64,0
W002635,33.32,1,99.6,2,7473.97,9716.16,0
W002636,30.02,1,73.7,3,3813.84,5530.07,0
W002637,31.58,1,53.7,1,13260.7,15249.8,0
W002638,0.0,0,126.4,4,17152.3,27443.67,0
W002639,21.9,0,49.2,3,2655.22,3850.06,0
W002640,34.13,1,27.0,3,11601.38,16822.01,1
W002641,55.19,1,122.3,1,2140.59,2461.68,0
W002642,38.43,1,47.9,3,8335.75,12086.84,0
W002643,15.79,0,54.5,4,8962.36,14339.77,0
W002644,19.87,0,104.5,1,15716.33,18073.78,0
W002645,44.5,1,75.6,1,15565.02,17899.78,0
W002646,26.56,0,53.4,1,14263.61,16403.15,0
W002647,61.26,1,24.4,3,6153.45,8922.5,0
W002648,3.27,0,52.4,2,762.75,991.58,0
W002649,41.36,1,101.2,3,18567.18,26922.42,0
W002650,46.72,1,25.6,5,38602.19,67553.84,0
W002651,28.34,0,55.4,2,13849.0,18003.7,0
W002652,17.65,0,66.8,3,7605.11,11027.41,0
W002653,51.83,1,60.0,2,9285.97,12071.76,0
W002654,0.0,0,40.7,3,5073.29,7356.27,0
W002655,25.88,0,54.8,1,3738.04,4298.75,0
W002656,44.8,1,39.5,2,3399.83,4419.78,0
W002657,10.36,0,41.3,2,12322.94,16019.82,0
W002658,35.27,1,34.2,3,2302.76,3339.01,0
W002659,0.0,0,10.7,2,1845.75,2399.48,0
W002660,20.67,0,22.0,3,2293.41,3325.45,0
W002661,9.53,0,17.2,2,8294.35,10782.66,0
W002662,16.76,0,52.4,2,585.79,761.53,0
W002663,24.24,0,193.1,1,13232.32,15217.17,0
W002664,39.39,1,28.4,5,5854.95,10246.17,0
W002665,0.0,0,90.1,5,2922.04,5113.57,0
W002666,17.19,0,64.4,1,14297.93,16442.61,0
W002667,40.56,1,57.0,1,16387.93,18846.12,1
W002668,19.87,0,62.7,1,6743.99,7755.59,0
W002669,25.22,0,62.3,4,4987.57,7980.12,0
W002670,36.6,1,49.4,1,5514.86,6342.09,0
W002671,14.24,0,41.8,4,16519.11,26430.58,0
W002672,30.06,1,25.6,2,10088.28,13114.77,0
W002673,35.17,1,87.0,3,4528.68,6566.58,0
W002674,47.41,1,59.7,2,4286.01,5571.81,0
W002675,45.22,1,61.0,3,10814.13,15680.48,0
W002676,25.53,0,61.6,1,3103.06,3568.52,0
W002677,57.81,1,45.4,3,22894.28,33196.7,0
W002678,51.9,1,28.6,4,18713.05,29940.88,0
W002679,4.02,0,58.5,2,9359.12,12166.85,0
W002680,26.88,0,84.1,6,36890.95,70092.81,0
W002681,20.32,0,17.5,3,7957.35,11538.15,0
W002682,0.0,0,138.3,1,1541.19,1772.37,0
W002683,53.45,1,65.6,3,12803.63,18565.27,0
W002684,39.78,1,15.1,5,1922.79,3364.88,0
W002685,43.6,1,7.3,2,2381.11,3095.45,0
W002686,56.52,1,32.5,2,41796.63,54335.62,0
W002687,43.48,1,24.7,1,7241.99,8328.29,0
W002688,20.81,0,107.2,2,1634.21,2124.48,0
W002689,74.73,1,37.7,1,12097.81,13912.49,1
W002690,26.81,0,50.5,2,3045.04,3958.55,0
W002691,0.0,0,32.4,2,5523.62,7180.7,0
W002692,25.39,0,55.1,1,20687.84,23791.02,0
W002693,54.62,1,96.1,4,3698.5,5917.59,0
W002694,34.6,1,91.7,1,5105.16,5870.94,0
W002695,45.26,1,122.7,1,2988.67,3436.97,0
W002696,8.29,0,22.3,1,5156.49,5929.96,0
W002697,44.26,1,15.3,4,23025.06,36840.1,0
W002698,18.28,0,27.2,1,15771.68,18137.43,0
W002699,27.06,0,82.8,5,30448.8,53285.4,0
W002700,50.46,1,36.5,3,5888.42,8538.2,0
W002701,53.06,1,78.1,1,14059.14,16168.01,0
W002702,12.66,0,18.0,2,10103.63,13134.72,0
W002703,7.54,0,46.2,1,13861.96,15941.25,0
W002704,31.19,1,44.2,1,3973.92,4570.01,0
W002705,11.08,0,76.5,3,32690.62,47401.39,0
W002706,32.81,1,39.0,5,31068.63,54370.1,0
W002707,33.36,1,12.9,3,948.63,1375.51,0
W002708,0.0,0,24.9,6,11663.16,22160.01,0
W002709,84.86,1,53.4,5,5924.12,10367.21,0
W002710,42.9,1,39.1,2,5839.88,7591.84,0
W002711,27.49,0,30.7,2,17239.89,22411.85,0
W002712,30.74,1,35.1,3,8626.98,12509.12,0
W002713,67.12,1,30.7,3,7529.47,10917.73,0
W002714,28.46,0,63.4,1,29282.21,33674.54,0
W002715,0.0,0,70.8,3,2232.98,3237.81,1
W002716,58.91,1,77.9,2,6880.55,8944.71,0
W002717,33.57,1,34.3,3,6650.81,9643.67,0
W002718,44.11,1,44.0,2,24337.62,31638.91,0
W002719,4.07,0,32.2,2,5511.0,7164.3,0
W002720,20.68,0,67.9,4,1507.43,2411.89,0
W002721,23.45,0,53.3,1,3004.58,3455.26,0
W002722,11.44,0,67.8,1,8663.06,9962.52,0
W002723,5.01,0,28.5,1,28956.3,33299.74,0
W002724,27.57,0,34.8,1,34743.9,39955.49,0
W002725,24.34,0,53.9,1,6344.22,7295.85,0
W002726,0.0,0,117.5,2,19102.17,24832.82,0
W002727,37.92,1,110.6,2,25593.72,33271.84,0
W002728,36.52,1,31.9,2,13929.26,18108.03,0
W002729,26.92,0,43.8,1,4134.7,4754.9,0
W002730,7.3,0,120.6,3,9743.62,14128.24,0
W002731,17.69,0,35.6,2,6472.67,8414.47,0
W002732,53.9,1,34.0,5,4291.74,7510.55,0
W002733,28.8,0,154.0,2,3374.26,4386.53,0
W002734,54.27,1,53.1,2,4508.05,5860.47,0
W002735,15.13,0,67.9,4,3197.91,5116.65,0
W002736,35.15,1,37.1,3,3308.43,4797.22,0
W002737,43.71,1,63.1,1,13284.76,15277.47,0
W002738,38.8,1,55.1,1,5827.59,6701.73,0
W002739,29.8,0,45.9,4,1641.65,2626.65,0
W002740,46.77,1,52.3,2,5560.47,7228.61,0
W002741,36.76,1,30.4,1,1787.1,2055.17,0
W002742,25.09,0,102.9,1,18824.01,21647.61,0
W002743,43.57,1,21.1,1,301.78,347.04,0
W002744,1.39,0,67.4,2,5590.78,7268.01,0
W002745,23.5,0,45.5,1,5430.14,6244.66,0
W002746,54.64,1,67.9,1,9186.0,10563.89,0
W002747,26.41,0,16.0,6,7988.57,15178.28,0
W002748,50.47,1,67.9,1,38647.74,44444.9,0
W002749,31.15,1,164.4,3,13324.52,19320.55,0
W002750,0.0,0,38.8,3,2960.04,4292.05,0
W002751,0.0,0,256.9,1,1894.98,2179.22,0
W002752,38.92,1,99.5,5,33681.43,58942.51,0
W002753,13.28,0,33.1,3,1704.74,2471.88,0
W002754,1.82,0,75.4,1,22474.68,25845.88,0
W002755,27.67,0,40.2,4,6290.69,10065.11,0
W002756,24.76,0,42.0,2,4876.57,6339.54,0
W002757,10.57,0,125.4,1,4293.0,4936.95,0
W002758,0.0,0,93.4,1,16174.86,18601.09,0
W002759,11.61,0,83.0,2,2798.06,3637.48,0
W002760,21.62,0,10.5,2,24272.74,31554.56,0
W002761,22.97,0,91.0,1,9255.48,10643.81,0
W002762,70.67,1,124.1,2,9180.72,11934.93,0
W002763,0.0,0,51.7,1,2711.55,3118.28,0
W002764,53.83,1,40.5,3,4622.72,6702.94,0
W002765,52.14,1,39.7,1,10746.28,12358.22,0
W002766,16.02,0,74.5,5,9493.52,16613.67,0
W002767,8.91,0,14.0,3,1697.57,2461.48,1
W002768,13.02,0,254.8,1,12533.58,14413.62,0
W002769,73.48,1,100.8,1,7933.69,9123.75,0
W002770,26.36,0,248.5,5,3059.9,5354.83,0
W002771,31.61,1,40.0,3,4826.11,6997.86,0
W002772,34.18,1,19.8,1,5944.07,6835.68,0
W002773,73.75,1,71.9,3,19806.45,28719.35,0
W002774,39.84,1,29.4,6,4949.66,9404.35,0
W002775,48.48,1,38.2,5,8614.22,15074.89,0
W002776,25.9,0,25.2,2,5525.66,7183.36,0
W002777,13.93,0,68.4,2,9035.31,11745.9,0
W002778,16.39,0,25.3,1,5120.97,5889.11,0
W002779,50.95,1,48.6,1,14128.03,16247.24,0
W002780,13.02,0,52.0,5,5290.96,9259.19,0
W002781,54.55,1,98.9,2,5710.15,7423.2,1
W002782,24.71,0,13.8,5,13860.64,24256.13,0
W002783,20.59,0,114.7,5,19529.58,34176.76,0
W002784,27.26,0,33.7,3,5776.84,8376.42,1
W002785,9.52,0,19.3,4,2704.54,4327.27,0
W002786,46.72,1,32.0,1,12565.34,14450.15,1
W002787,34.32,1,50.4,1,3479.03,4000.88,1
W002788,20.85,0,74.7,2,8309.26,10802.03,0
W002789,26.32,0,71.1,3,23349.09,33856.18,1
W002790,55.72,1,86.5,3,5662.1,8210.04,0
W002791,43.76,1,46.1,2,8557.83,11125.18,0
W002792,31.03,1,24.9,2,5665.91,7365.69,0
W002793,45.9,1,38.7,1,5723.96,6582.55,0
W002794,30.53,1,95.5,2,4619.93,6005.92,0
W002795,20.08,0,85.7,2,3095.78,4024.52,0
W002796,38.28,1,5.6,3,7983.45,11576.0,0
W002797,22.63,0,27.9,1,879.62,1011.56,0
W002798,38.19,1,178.6,4,53437.26,85499.61,0
W002799,15.96,0,25.3,3,7932.05,11501.47,0
W002800,28.93,0,99.0,1,39055.68,44914.03,1
W002801,23.33,0,39.1,5,3663.96,6411.93,0
W002802,39.69,1,40.5,4,8931.03,14289.65,1
W002803,30.19,1,45.8,3,27520.17,39904.25,0
W002804,32.36,1,22.9,2,10951.87,14237.43,0
W002805,30.08,1,68.1,3,8725.93,12652.6,0
W002806,67.73,1,49.1,1,11856.94,13635.48,0
W002807,7.56,0,111.1,2,5467.73,7108.05,0
W002808,33.22,1,64.2,1,6241.05,7177.21,0
W002809,45.28,1,84.5,1,6148.08,7070.29,0
W002810,0.0,0,149.2,3,6339.63,9192.47,0
W002811,18.69,0,109.4,3,6196.63,8985.11,0
W002812,15.34,0,51.9,5,20600.12,36050.21,0
W002813,31.85,1,52.0,2,7006.49,9108.44,0
W002814,45.97,1,89.9,3,9919.07,14382.64,0
W002815,24.76,0,81.4,2,4593.06,5970.98,0
W002816,53.9,1,114.9,3,12547.62,18194.05,0
W002817,40.88,1,6.4,2,9275.21,12057.78,0
W002818,63.05,1,92.6,1,9111.92,10478.7,0
W002819,43.43,1,79.3,1,19009.14,21860.51,0
W002820,55.55,1,98.8,2,3222.94,4189.82,0
W002821,35.12,1,111.0,2,15472.81,20114.65,0
W002822,47.63,1,27.3,3,14467.76,20978.26,1
W002823,3.4,0,16.9,1,8079.64,9291.59,0
W002824,19.11,0,114.5,1,20673.13,23774.1,0
W002825,14.07,0,73.8,1,5309.86,6106.34,0
W002826,31.48,1,116.4,2,2594.31,3372.6,0
W002827,49.71,1,29.4,4,10533.35,16853.36,0
W002828,16.99,0,37.7,4,16248.3,25997.28,0
W002829,22.76,0,97.9,4,3814.49,6103.19,0
W002830,25.51,0,44.7,4,20007.77,32012.43,0
W002831,15.82,0,32.1,4,7845.21,12552.34,0
W002832,25.69,0,51.6,1,2718.08,3125.79,0
W002833,18.65,0,43.8,2,22546.48,29310.42,1
W002834,47.15,1,40.1,3,9941.71,14415.48,0
W002835,49.59,1,98.4,3,2079.52,3015.3,0
W002836,42.77,1,49.2,1,4020.41,4623.47,0
W002837,24.05,0,28.6,3,8459.83,12266.75,1
W002838,6.83,0,65.7,1,7062.92,8122.36,0
W002839,34.8,1,34.6,4,3660.66,5857.05,0
W002840,26.16,0,89.5,5,2788.13,4879.23,0
W002841,19.13,0,71.7,4,4067.34,6507.75,0
W002842,24.85,0,53.4,2,5599.4,7279.22,0
W002843,0.0,0,18.2,4,17669.45,28271.11,0
W002844,34.47,1,55.4,1,4902.74,5638.15,0
W002845,38.06,1,25.2,5,21372.46,37401.81,0
W002846,47.93,1,31.0,3,4655.14,6749.95,0
W002847,29.03,0,33.7,1,31566.7,36301.71,0
W002848,29.17,0,71.2,2,11536.29,14997.18,0
W002849,22.19,0,37.1,5,1878.18,3286.82,0
W002850,33.21,1,190.9,3,6315.75,9157.84,0
W002851,38.02,1,52.0,2,7453.73,9689.85,0
W002852,70.61,1,48.4,5,11653.05,20392.84,0
W002853,36.25,1,77.2,6,3272.12,6217.04,0
W002854,26.02,0,71.4,4,5624.43,8999.08,0
W002855,27.22,0,117.1,2,2506.0,3257.8,0
W002856,53.02,1,7.6,1,28213.84,32445.92,0
W002857,44.0,1,16.7,3,7879.1,11424.69,0
W002858,13.38,0,60.0,5,37137.47,64990.58,0
W002859,48.27,1,53.8,1,1520.6,1748.69,0
W002860,43.86,1,102.1,4,11410.67,18257.06,0
W002861,31.87,1,34.9,1,9932.4,11422.26,0
W002862,17.72,0,98.1,1,3716.65,4274.15,0
W002863,51.26,1,106.4,2,28651.13,37246.46,0
W002864,28.35,0,34.2,3,7600.13,11020.19,0
W002865,14.46,0,40.8,3,11047.75,16019.23,0
W002866,4.77,0,60.5,4,14942.95,23908.72,0
W002867,0.0,0,75.3,3,7859.15,11395.77,1
W002868,23.64,0,8.9,1,23755.27,27318.56,1
W002869,58.94,1,46.3,5,2272.65,3977.14,0
W002870,29.18,0,142.3,4,6862.98,10980.77,0
W002871,43.62,1,58.6,5,5311.96,9295.93,0
W002872,25.33,0,55.2,4,5842.32,9347.7,0
W002873,2.8,0,87.3,1,6709.05,7715.41,1
W002874,0.0,0,80.7,3,23618.07,34246.2,0
W002875,10.6,0,39.7,5,2158.99,3778.23,0
W002876,7.49,0,101.7,2,6478.49,8422.03,0
W002877,0.0,0,17.1,1,5936.47,6826.95,0
W002878,20.08,0,57.1,5,17643.49,30876.1,0
W002879,12.04,0,13.2,3,19009.12,27563.23,0
W002880,22.55,0,53.9,1,2925.24,3364.03,0
W002881,18.06,0,63.7,6,11174.43,21231.42,0
W002882,37.45,1,35.4,3,10443.46,15143.02,0
W002883,55.34,1,55.4,2,4347.43,5651.66,1
W002884,62.26,1,18.0,1,6876.2,7907.64,0
W002885,42.98,1,74.9,1,13429.45,15443.87,1
W002886,28.82,0,33.9,2,16694.78,21703.21,0
W002887,27.28,0,13.7,1,25883.43,29765.95,1
W002888,7.67,0,49.8,1,3386.14,3894.06,0
W002889,17.91,0,97.4,1,2705.78,3111.65,0
W002890,35.6,1,57.9,1,15532.62,17862.52,0
W002891,49.97,1,94.8,1,18707.93,21514.11,0
W002892,19.9,0,57.5,2,8422.77,10949.6,0
W002893,65.48,1,62.0,2,36865.73,47925.45,0
W002894,18.16,0,59.4,1,10259.35,11798.25,0
W002895,4.46,0,28.5,3,3173.5,4601.57,0
W002896,26.81,0,41.1,5,8473.26,14828.21,0
W002897,1.73,0,55.9,5,7900.2,13825.36,0
W002898,36.51,1,59.3,1,11033.37,12688.38,0
W002899,61.9,1,41.4,1,3660.17,4209.2,0
W002900,28.02,0,4.0,3,4545.52,6591.01,0
W002901,37.69,1,55.6,4,12896.34,20634.14,0
W002902,32.97,1,60.8,3,2796.83,4055.4,0
W002903,37.18,1,65.5,3,16982.67,24624.87,0
W002904,29.54,0,63.8,3,2302.49,3338.62,0
W002905,80.16,1,6.9,4,4875.1,7800.16,0
W002906,92.43,1,38.7,2,2168.87,2819.52,0
W002907,49.07,1,42.0,4,2457.21,3931.54,0
W002908,56.2,1,80.1,4,3258.03,5212.85,0
W002909,41.36,1,72.2,2,6198.28,8057.76,1
W002910,19.44,0,10.9,3,2048.75,2970.69,0
W002911,71.42,1,18.5,2,5463.17,7102.11,0
W002912,39.09,1,140.7,2,4703.01,6113.91,0
W002913,78.86,1,29.2,2,10739.93,13961.91,0
W002914,33.75,1,28.0,3,1767.49,2562.87,0
W002915,16.11,0,78.9,2,4715.48,6130.13,0
W002916,34.94,1,44.3,3,3585.49,5198.96,0
W002917,37.57,1,79.9,1,3698.81,4253.63,0
W002918,23.33,0,17.3,5,8801.35,15402.36,1
W002919,37.77,1,202.2,2,11462.97,14901.86,0
W002920,47.75,1,40.5,4,11149.32,17838.91,0
W002921,21.39,0,17.8,3,4741.13,6874.65,0
W002922,44.97,1,39.0,1,24818.82,28541.64,0
W002923,50.45,1,34.9,2,5302.4,6893.12,0
W002924,8.28,0,108.1,1,6758.69,7772.5,0
W002925,34.4,1,110.4,4,9377.5,15004.0,1
W002926,71.08,1,91.3,2,2843.45,3696.49,0
W002927,0.0,0,113.9,1,9031.75,10386.51,0
W002928,24.57,0,44.4,1,872.59,1003.48,0
W002929,0.91,0,31.6,1,3165.85,3640.73,0
W002930,12.37,0,37.9,2,8099.31,10529.1,0
W002931,21.58,0,154.7,4,2010.03,3216.05,0
W002932,43.08,1,23.3,1,1685.02,1937.78,0
W002933,24.11,0,96.8,5,20856.99,36499.73,0
W002934,37.19,1,49.9,2,16933.26,22013.24,0
W002935,41.61,1,87.3,3,4749.69,6887.05,0
W002936,14.71,0,25.0,4,16735.18,26776.29,0
W002937,61.53,1,24.4,2,3394.0,4412.2,0
W002938,21.21,0,44.8,1,3284.45,3777.12,0
W002939,0.0,0,123.5,2,9880.76,12844.99,0
W002940,24.92,0,76.5,4,1600.09,2560.15,0
W002941,32.18,1,49.6,1,2506.28,2882.22,0
W002942,33.17,1,91.0,3,32664.56,47363.61,0
W002943,23.45,0,46.7,3,2300.01,3335.02,0
W002944,32.1,1,9.4,1,6707.66,7713.81,0
W002945,0.0,0,85.0,3,1789.11,2594.21,0
W002946,20.74,0,61.8,1,28884.49,33217.16,0
W002947,6.95,0,5.7,5,20877.84,36536.22,1
W002948,63.83,1,99.0,1,14434.43,16599.59,0
W002949,27.47,0,87.9,2,6431.77,8361.31,0
W002950,31.34,1,191.2,3,3857.99,5594.08,0
W002951,27.58,0,47.7,4,14226.51,22762.42,0
W002952,47.05,1,36.6,3,28881.0,41877.45,0
W002953,20.24,0,14.8,1,4941.59,5682.82,0
W002954,12.78,0,126.4,2,2037.3,2648.5,0
W002955,42.26,1,3.0,3,5706.09,8273.83,0
W002956,35.4,1,166.2,1,2073.43,2384.45,0
W002957,26.9,0,68.6,3,6786.73,9840.75,0
W002958,37.44,1,75.3,1,9229.48,10613.9,0
W002959,9.77,0,25.7,3,2127.17,3084.39,0
W002960,23.91,0,64.9,5,14760.82,25831.43,0
W002961,23.18,0,81.5,2,5766.67,7496.67,1
W002962,42.97,1,13.0,1,6877.73,7909.39,0
W002963,37.84,1,63.5,3,23409.74,33944.12,0
W002964,20.79,0,15.1,3,8440.95,12239.38,0
W002965,60.81,1,64.4,1,8373.18,9629.16,0
W002966,37.54,1,34.0,6,9011.99,17122.77,0
W002967,33.57,1,79.6,4,2097.59,3356.14,0
W002968,38.55,1,44.9,4,2885.44,4616.71,0
W002969,12.65,0,38.0,5,4551.52,7965.17,0
W002970,31.33,1,57.6,2,6459.96,8397.95,0
W002971,21.34,0,38.4,2,8723.33,11340.32,0
W002972,26.53,0,30.9,1,2300.14,2645.16,0
W002973,39.03,1,27.3,3,19228.81,27881.77,0
W002974,37.25,1,34.3,5,11872.14,20776.24,0
W002975,0.0,0,52.3,2,9028.51,11737.06,0
W002976,18.76,0,62.4,2,12533.92,16294.09,0
W002977,16.57,0,57.6,2,4223.12,5490.06,0
W002978,32.51,1,150.1,6,5172.15,9827.08,0
W002979,16.71,0,40.8,2,9974.67,12967.07,0
W002980,51.41,1,137.9,5,11628.04,20349.06,1
W002981,58.92,1,105.3,1,4475.74,5147.1,0
W002982,0.0,0,42.6,1,6309.41,7255.82,1
W002983,11.87,0,58.1,3,10243.25,14852.71,0
W002984,68.9,1,45.8,1,5278.44,6070.21,0
W002985,60.14,1,86.7,6,5328.55,10124.24,0
W002986,20.51,0,55.1,5,4527.25,7922.7,0
W002987,29.88,0,27.8,1,3687.86,4241.04,0
W002988,45.06,1,53.7,1,12835.31,14760.61,0
W002989,9.37,0,9.1,4,4262.69,6820.3,0
W002990,3.26,0,78.9,1,6430.04,7394.54,0
W002991,56.34,1,35.6,3,6598.55,9567.89,0
W002992,38.04,1,24.1,4,8789.41,14063.06,0
W002993,7.64,0,131.6,6,36224.26,68826.08,0
W002994,15.43,0,103.0,3,2272.14,3294.61,0
W002995,50.08,1,63.9,3,4715.84,6837.97,0
W002996,36.83,1,50.7,2,8426.69,10954.7,0
W002997,60.06,1,50.0,5,2258.89,3953.06,0
W002998,18.9,0,56.0,2,25681.55,33386.02,0
W002999,46.67,1,49.7,4,5792.85,9268.56,0
W003000,52.84,1,195.3,4,8095.24,12952.39,0
W003001,32.17,1,71.0,2,2637.13,3428.27,0
W003002,14.5,0,27.9,3,12350.83,17908.71,1
W003003,0.0,0,33.6,1,6990.84,8039.46,0
W003004,16.46,0,19.9,1,4821.9,5545.18,0
W003005,47.2,1,51.1,4,2954.45,4727.12,0
W003006,15.08,0,56.2,4,2806.06,4489.7,0
W003007,25.66,0,24.9,2,8747.44,11371.67,0
W003008,26.87,0,9.5,2,8109.09,10541.81,0
W003009,62.83,1,20.2,1,2796.1,3215.52,1
W003010,29.89,0,41.9,3,9512.72,13793.44,0
W003011,38.71,1,41.1,2,4401.24,5721.61,0
W003012,34.74,1,47.1,2,7415.21,9639.77,0
W003013,17.26,0,23.2,4,8156.23,13049.96,0
W003014,27.96,0,81.0,4,13458.35,21533.37,0
W003015,27.04,0,92.1,2,21446.3,27880.19,0
W003016,33.58,1,12.3,3,2541.15,3684.66,1
W003017,63.18,1,78.6,3,4938.33,7160.58,0
W003018,15.21,0,55.9,3,6295.37,9128.29,0
W003019,45.32,1,180.2,2,4107.27,5339.45,0
W003020,1.31,0,41.4,1,27574.75,31710.97,1
W003021,34.84,1,104.4,1,42423.04,48786.5,0
W003022,13.9,0,85.3,2,881.37,1145.78,0
W003023,36.12,1,17.2,2,9427.09,12255.22,0
W003024,14.6,0,137.8,3,5313.87,7705.12,0
W003025,8.81,0,11.9,1,6069.25,6979.63,1
W003026,64.72,1,72.4,4,9108.06,14572.9,0
W003027,8.41,0,47.0,3,11641.52,16880.2,0
W003028,16.85,0,110.6,3,5748.83,8335.8,0
W003029,24.15,0,55.7,2,2360.9,3069.17,0
W003030,17.73,0,155.0,3,8683.26,12590.73,0
W003031,3.14,0,24.8,4,7595.86,12153.37,0
W003032,33.21,1,31.4,1,2086.52,2399.49,0
W003033,28.23,0,71.1,2,3676.47,4779.41,1
W003034,40.51,1,42.4,2,5606.71,7288.73,0
W003035,30.96,1,145.2,4,4337.37,6939.79,0
W003036,39.86,1,45.7,1,17969.23,20664.61,0
W003037,26.18,0,103.4,1,21347.52,24549.65,0
W003038,57.98,1,45.8,1,12682.31,14584.66,0
W003039,26.9,0,154.2,3,12009.09,17413.19,0
W003040,50.71,1,19.5,3,11495.15,16667.97,0
W003041,15.22,0,21.6,2,7817.69,10162.99,0
W003042,17.78,0,22.6,4,7171.17,11473.87,0
W003043,24.87,0,137.6,2,3629.27,4718.05,0
W003044,16.18,0,18.5,3,7878.86,11424.34,0
W003045,27.71,0,49.9,2,16289.47,21176.31,0
W003046,17.69,0,53.3,1,18498.53,21273.31,1
W003047,32.94,1,70.4,4,32738.45,52381.52,0
W003048,36.69,1,48.0,2,21114.46,27448.79,0
W003049,19.59,0,133.0,1,9372.83,10778.76,0
W003050,0.0,0,112.3,3,27430.62,39774.4,0
W003051,50.11,1,33.8,1,10565.27,12150.06,0
W003052,0.86,0,29.5,1,18328.26,21077.5,0
W003053,40.78,1,35.4,4,10699.91,17119.86,0
W003054,29.66,0,6.1,2,5567.41,7237.64,0
W003055,56.16,1,24.2,1,6070.51,6981.08,0
W003056,25.36,0,58.1,3,3088.69,4478.61,0
W003057,57.57,1,234.8,4,1818.48,2909.57,0
W003058,25.35,0,79.1,4,2984.88,4775.81,0
W003059,35.08,1,30.4,5,3394.67,5940.67,0
W003060,21.21,0,107.6,1,5619.96,6462.96,0
W003061,38.71,1,22.3,5,9030.82,15803.93,0
W003062,22.53,0,54.9,1,15225.0,17508.75,0
W003063,23.05,0,67.8,2,13971.92,18163.5,0
W003064,42.87,1,74.1,1,8370.82,9626.44,0
W003065,24.52,0,10.0,1,2751.28,3163.97,0
W003066,62.77,1,67.2,3,39008.14,56561.81,0
W003067,25.38,0,59.3,2,3574.34,4646.64,0
W003068,41.57,1,170.3,2,7624.63,9912.01,0
W003069,13.32,0,139.0,5,5234.59,9160.53,0
W003070,14.4,0,68.9,4,9734.86,15575.78,0
W003071,0.0,0,44.2,4,12679.28,20286.85,0
W003072,14.47,0,61.5,1,8531.29,9810.99,0
W003073,28.75,0,100.2,3,3855.03,5589.79,1
W003074,33.22,1,56.6,1,27489.41,31612.82,0
W003075,54.16,1,35.8,1,12595.89,14485.27,1
W003076,13.27,0,96.9,3,14600.37,21170.54,0
W003077,29.07,0,18.3,1,28219.52,32452.45,0
W003078,32.86,1,25.0,1,4128.73,4748.04,0
W003079,22.17,0,55.3,3,4131.33,5990.44,0
W003080,40.94,1,51.7,3,20152.63,29221.32,0
W003081,26.16,0,93.7,5,7290.12,12757.71,0
W003082,72.94,1,74.5,6,4113.84,7816.29,0
W003083,33.47,1,22.3,2,5019.49,6525.33,1
W003084,22.58,0,13.0,2,2225.91,2893.69,0
W003085,45.25,1,93.8,1,1966.13,2261.05,0
W003086,2.73,0,27.9,4,4451.11,7121.78,0
W003087,53.21,1,10.6,2,9798.24,12737.71,0
W003088,45.9,1,33.0,1,3772.56,4338.45,0
W003089,42.41,1,102.4,4,7298.59,11677.75,0
W003090,57.03,1,113.3,3,2842.23,4121.23,0
W003091,0.0,0,74.4,3,12883.21,18680.66,0
W003092,45.44,1,60.9,4,36623.26,58597.22,0
W003093,22.48,0,71.2,1,7812.22,8984.05,0
W003094,41.3,1,51.4,1,9427.18,10841.26,0
W003095,9.0,0,44.3,1,3208.3,3689.54,0
W003096,37.65,1,10.5,1,9199.85,10579.82,0
W003097,11.78,0,23.4,1,51014.53,58666.71,0
W003098,69.67,1,141.2,3,20088.9,29128.91,0
W003099,31.95,1,70.5,2,9788.5,12725.05,0
W003100,4.43,0,68.1,2,19978.99,25972.69,0
W003101,38.85,1,85.5,3,23944.62,34719.69,0
W003102,33.15,1,20.3,2,12305.29,15996.88,0
W003103,16.08,0,109.9,1,38218.35,43951.11,0
W003104,0.0,0,44.0,2,4452.24,5787.91,1
W003105,0.0,0,89.1,4,51514.74,82423.59,0
W003106,55.65,1,63.2,2,4190.28,5447.36,0
W003107,60.55,1,73.6,4,10385.84,16617.35,0
W003108,47.16,1,39.6,3,6355.38,9215.3,0
W003109,23.41,0,75.4,5,28216.37,49378.64,0
W003110,49.74,1,98.8,1,6249.86,7187.34,0
W003111,15.87,0,113.4,5,22598.39,39547.19,0
W003112,44.94,1,149.9,2,16014.44,20818.77,0
W003113,25.99,0,74.0,1,1561.89,1796.18,0
W003114,17.95,0,134.1,4,30148.69,48237.91,0
W003115,36.23,1,126.7,1,2856.31,3284.76,1
W003116,53.68,1,16.7,2,10066.21,13086.08,1
W003117,47.99,1,38.2,3,8441.76,12240.56,0
W003118,35.64,1,53.3,3,18893.83,27396.05,0
W003119,17.52,0,77.5,2,22463.22,29202.18,0
W003120,42.04,1,41.6,1,6931.24,7970.92,0
W003121,9.5,0,125.0,2,15685.82,20391.56,0
W003122,25.1,0,15.5,3,5101.21,7396.75,0
W003123,18.86,0,48.1,1,5322.43,6120.79,0
W003124,25.44,0,48.2,4,36743.82,58790.11,1
W003125,35.04,1,89.8,2,32525.41,42283.04,0
W003126,24.7,0,52.9,4,13631.98,21811.17,1
W003127,17.33,0,54.4,3,3139.5,4552.28,0
W003128,30.97,1,93.2,2,15848.87,20603.53,0
W003129,25.01,0,31.4,6,5840.43,11096.82,0
