account_id,region_id,tenure_months,product_count,balance,balance_tier,liquidity_need_score,dd_stability_score,engagement_score,dormancy_streak_months,value_score,value_group,churn_mode
A003640,R09,37.2,2,5157.3,3,25.2,38.9,39.6,0,6704.49,high,none
A003641,R02,58.0,6,10651.32,4,43.4,41.8,41.8,0,20237.51,high,none
A003642,R03,42.3,2,2918.59,2,43.2,36.9,31.2,0,3794.17,low,none
A003643,R09,142.6,3,10454.99,4,84.8,28.6,61.3,1,15159.73,high,none
A003644,R05,59.3,1,1213.48,0,78.9,79.7,64.2,1,1395.5,low,none
A003645,R06,51.7,2,36741.76,4,42.6,11.9,86.6,1,47764.28,high,none
A003646,R05,46.0,3,880.73,0,76.5,55.7,60.9,0,1277.05,low,none
A003647,R06,42.4,1,1596.45,1,48.2,27.1,54.7,0,1835.92,low,none
A003648,R06,19.9,3,12325.27,4,63.7,50.2,36.9,0,17871.64,high,none
A003649,R03,90.9,5,7679.08,3,39.4,53.6,55.7,0,13438.39,high,none
A003650,R07,125.4,2,5824.59,3,77.4,30.0,47.8,0,7571.97,high,none
A003651,R06,36.8,3,3487.68,2,84.4,32.9,45.1,0,5057.13,high,none
A003652,R08,109.6,3,1526.79,1,44.5,44.0,45.3,1,2213.84,low,none
A003653,R03,217.5,4,791.49,0,64.5,35.2,67.9,0,1266.39,low,none
A003654,R04,169.9,1,6700.57,3,91.1,44.9,61.6,3,7705.66,high,none
A003655,R07,121.8,3,7909.07,3,78.5,46.5,69.8,1,11468.15,high,none
A003656,R02,22.1,3,6252.23,3,47.5,33.9,51.2,2,9065.73,high,none
A003657,R09,21.9,2,2924.22,2,27.2,62.4,51.7,1,3801.49,low,dormant
A003658,R07,82.2,3,23861.13,4,78.9,60.1,52.3,1,34598.64,high,none
A003659,R04,54.3,4,6439.65,3,33.6,32.5,65.5,1,10303.45,high,none
A003660,R08,8.5,3,4318.0,2,40.7,23.2,35.3,0,6261.1,high,none
A003661,R08,40.0,1,5325.26,3,49.5,70.8,42.8,0,6124.05,high,none
A003662,R01,79.8,2,32861.22,4,32.4,9.6,52.4,2,42719.58,high,none
A003663,R09,48.4,3,1539.58,1,87.9,31.6,44.2,0,2232.39,low,none
A003664,R06,54.5,1,1601.1,1,47.6,66.3,16.3,1,1841.27,low,dormant
A003665,R01,21.8,2,4344.04,2,35.1,52.1,31.2,0,5647.26,high,dormant
A003666,R09,39.6,1,3467.5,2,77.7,67.4,51.2,1,3987.62,low,none
A003667,R08,82.4,2,8471.41,3,46.9,70.6,69.3,0,11012.83,high,none
A003668,R06,38.2,4,4060.88,2,35.9,34.2,14.8,0,6497.41,high,dormant
A003669,R06,115.2,4,8352.15,3,40.4,60.9,65.1,1,13363.45,high,none
A003670,R03,55.4,3,13372.38,4,54.2,48.7,64.6,0,19389.94,high,none
A003671,R05,72.0,1,3151.56,2,69.8,32.3,39.0,1,3624.29,low,none
A003672,R06,81.2,3,23818.88,4,93.1,38.0,63.8,0,34537.38,high,dd_stop
A003673,R06,79.1,3,3476.99,2,75.2,31.3,67.4,1,5041.64,high,large_withdrawal
A003674,R02,25.4,1,7564.07,3,55.4,56.7,63.4,0,8698.68,high,none
A003675,R01,29.1,3,3417.73,2,74.5,23.6,1.8,0,4955.7,low,dd_stop
A003676,R08,8.4,2,1124.78,0,70.0,28.1,68.0,0,1462.21,low,none
A003677,R08,43.1,3,2604.97,1,52.5,62.7,48.5,0,3777.21,low,none
A003678,R06,27.4,3,23139.42,4,35.5,60.9,62.2,1,33552.16,high,none
A003679,R03,37.4,1,736.91,0,44.0,36.2,26.7,0,847.45,low,dd_stop
A003680,R08,46.3,1,14029.92,4,54.9,57.7,41.4,0,16134.41,high,none
A003681,R03,60.4,4,521.43,0,58.4,47.0,61.1,0,834.29,low,none
A003682,R00,48.9,2,4735.55,2,60.6,24.4,42.8,1,6156.22,high,none
A003683,R06,48.2,4,13977.93,4,1.0,31.3,79.7,1,22364.68,high,none
A003684,R00,68.3,1,672.71,0,53.7,45.3,45.3,0,773.62,low,none
A003685,R01,52.8,5,1568.04,1,73.7,86.7,45.1,0,2744.07,low,none
A003686,R05,95.2,2,15625.11,4,70.3,56.6,77.9,0,20312.64,high,none
A003687,R09,52.9,2,1980.39,1,23.0,67.9,66.4,0,2574.51,low,none
A003688,R00,136.6,2,2899.42,2,60.4,13.2,79.9,1,3769.24,low,none
A003689,R02,24.6,4,2633.61,1,58.9,39.4,35.5,2,4213.77,low,none
A003690,R05,42.5,3,897.26,0,48.4,32.2,36.4,0,1301.02,low,none
A003691,R03,33.0,4,4822.25,3,51.7,55.6,58.8,0,7715.61,high,none
A003692,R03,62.0,2,16017.96,4,66.1,46.1,27.9,0,20823.34,high,large_withdrawal
A003693,R06,24.6,4,4560.55,2,16.0,16.3,66.4,0,7296.88,high,none
A003694,R07,16.3,2,14619.29,4,59.8,71.0,49.4,0,19005.08,high,none
A003695,R04,28.4,2,2707.79,1,51.0,39.6,79.7,0,3520.13,low,none
A003696,R04,17.3,6,4957.01,3,63.5,52.1,52.8,0,9418.31,high,none
A003697,R06,46.8,1,10641.48,4,43.8,86.6,57.9,0,12237.7,high,none
A003698,R01,60.3,1,4492.84,2,43.5,50.7,61.1,0,5166.77,high,none
A003699,R07,14.2,3,1161.49,0,45.7,24.0,50.1,1,1684.16,low,none
A003700,R01,40.6,4,1624.22,1,30.4,44.5,43.0,0,2598.75,low,none
A003701,R01,103.5,1,3982.1,2,42.0,53.6,1.7,0,4579.41,low,none
A003702,R04,122.9,4,9202.44,3,51.5,50.3,44.9,2,14723.91,high,none
A003703,R07,86.7,6,3044.99,2,54.7,44.1,64.8,1,5785.49,high,none
A003704,R08,5.3,2,10833.64,4,18.3,76.2,48.8,1,14083.73,high,none
A003705,R02,56.6,5,28387.3,4,20.2,17.7,68.9,1,49677.78,high,none
A003706,R05,111.2,1,12831.39,4,58.3,100.0,32.8,2,14756.1,high,none
A003707,R03,37.7,3,2256.82,1,40.7,59.1,23.3,0,3272.39,low,large_withdrawal
A003708,R04,20.2,4,2620.07,1,61.3,65.1,41.1,1,4192.11,low,none
A003709,R07,106.0,2,16240.06,4,33.9,58.3,49.8,0,21112.07,high,none
A003710,R02,116.0,4,4944.59,3,88.9,37.4,100.0,0,7911.34,high,none
A003711,R06,52.6,3,3812.31,2,64.9,54.6,71.3,0,5527.85,high,none
A003712,R07,20.4,1,2998.27,2,75.3,37.9,51.6,0,3448.01,low,none
A003713,R05,12.6,5,1436.06,0,46.4,67.5,28.7,2,2513.1,low,none
A003714,R03,66.3,2,1274.0,0,45.9,44.9,23.1,1,1656.2,low,none
A003715,R03,33.2,1,2234.75,1,70.1,56.2,42.4,0,2569.96,low,none
A003716,R01,50.3,1,2221.67,1,31.3,47.2,41.8,1,2554.92,low,none
A003717,R04,46.6,4,7083.39,3,55.9,32.9,25.8,0,11333.43,high,none
A003718,R03,27.3,3,2527.51,1,63.6,63.7,81.8,0,3664.89,low,none
A003719,R06,11.9,3,3714.09,2,20.4,55.5,55.8,0,5385.44,high,none
A003720,R02,38.4,1,2284.39,1,45.4,47.1,68.9,0,2627.05,low,none
A003721,R07,58.2,4,2534.47,1,51.2,52.6,79.3,0,4055.16,low,none
A003722,R04,60.0,3,5014.78,3,67.7,57.2,27.3,0,7271.43,high,none
A003723,R09,31.6,1,181.54,0,26.9,83.1,60.0,0,208.77,low,none
A003724,R03,114.5,2,15892.35,4,41.7,96.9,63.0,1,20660.06,high,none
A003725,R06,22.1,2,3071.95,2,55.9,46.7,54.9,1,3993.54,low,dormant
A003726,R05,98.3,3,1240.26,0,72.8,36.4,29.4,0,1798.37,low,none
A003727,R06,56.9,2,1035.03,0,70.4,48.2,68.3,0,1345.53,low,none
A003728,R06,38.7,3,3931.09,2,69.3,43.5,60.9,1,5700.07,high,large_withdrawal
A003729,R05,72.2,5,148.88,0,66.1,72.5,80.3,0,260.53,low,none
A003730,R07,44.6,2,14637.25,4,41.6,47.7,39.9,0,19028.42,high,none
A003731,R05,16.1,4,1491.29,1,24.8,34.8,39.1,0,2386.07,low,none
A003732,R03,20.8,2,15186.45,4,34.0,66.5,29.7,0,19742.38,high,dormant
A003733,R07,42.6,2,6929.27,3,62.4,49.7,33.0,1,9008.05,high,none
A003734,R03,35.0,1,3278.88,2,17.4,36.1,29.0,1,3770.71,low,none
A003735,R08,96.9,3,8456.02,3,87.0,59.9,45.8,0,12261.23,high,none
A003736,R08,33.8,3,1808.46,1,13.5,9.6,61.1,0,2622.27,low,none
A003737,R01,32.2,1,2628.32,1,27.6,44.1,41.1,2,3022.57,low,none
A003738,R09,29.1,5,26851.58,4,50.2,71.8,62.0,1,46990.26,high,none
A003739,R00,27.2,2,7254.21,3,40.0,49.3,50.2,0,9430.47,high,none
A003740,R04,27.9,3,9215.41,3,36.0,74.9,14.8,1,13362.35,high,none
A003741,R09,18.2,4,3526.66,2,35.9,42.0,0.9,0,5642.65,high,none
A003742,R05,58.6,2,1350.72,0,55.8,65.6,64.2,0,1755.94,low,none
A003743,R00,47.3,4,3053.05,2,74.1,31.3,53.0,0,4884.88,low,none
A003744,R06,46.0,4,988.41,0,29.8,45.7,96.7,0,1581.46,low,none
A003745,R07,13.3,2,702.81,0,45.1,28.2,30.5,0,913.65,low,none
A003746,R07,68.1,2,3837.06,2,36.1,4.0,38.7,1,4988.18,high,dd_stop
A003747,R08,72.6,3,1576.68,1,15.6,34.9,38.1,1,2286.19,low,none
A003748,R01,132.5,4,5929.2,3,23.7,38.1,37.5,0,9486.72,high,none
A003749,R03,70.1,6,1848.16,1,31.1,36.3,24.0,0,3511.5,low,none
A003750,R02,149.4,1,506.7,0,60.7,73.9,58.9,1,582.7,low,none
A003751,R02,31.0,3,7799.5,3,20.7,93.6,49.7,1,11309.28,high,none
A003752,R03,137.0,5,7308.08,3,71.0,48.0,31.8,0,12789.15,high,none
A003753,R00,71.6,1,6392.18,3,67.0,55.9,71.4,1,7351.01,high,dd_stop
A003754,R01,65.7,2,2325.23,1,37.2,39.3,33.4,0,3022.8,low,none
A003755,R08,45.1,3,13107.67,4,71.8,49.7,55.7,0,19006.12,high,none
A003756,R04,38.5,2,3172.92,2,30.1,52.0,44.5,0,4124.8,low,none
A003757,R04,32.9,1,4046.34,2,51.8,47.4,33.1,0,4653.29,low,none
A003758,R09,139.9,1,6336.79,3,53.7,44.6,57.6,1,7287.3,high,none
A003759,R02,44.1,3,921.49,0,96.3,64.0,87.6,1,1336.17,low,none
A003760,R02,72.4,6,3620.38,2,55.8,19.4,52.1,2,6878.73,high,none
A003761,R09,83.1,1,3295.36,2,46.5,48.3,43.3,0,3789.66,low,none
A003762,R06,82.3,2,6439.84,3,53.6,69.4,94.0,1,8371.79,high,none
A003763,R04,58.7,1,5517.54,3,51.1,39.2,62.1,1,6345.17,high,none
A003764,R08,135.4,4,13561.32,4,71.8,39.1,48.2,0,21698.11,high,none
A003765,R02,68.7,4,20545.8,4,33.4,46.4,57.9,1,32873.27,high,none
A003766,R01,32.2,3,2584.4,1,82.8,60.0,66.4,0,3747.38,low,none
A003767,R02,39.9,3,441.08,0,19.0,39.0,41.1,1,639.56,low,none
A003768,R08,14.0,4,358.73,0,72.5,40.6,20.9,0,573.97,low,none
A003769,R04,63.1,3,12289.77,4,81.9,54.9,86.3,2,17820.16,high,none
A003770,R03,76.5,3,1166.42,0,12.4,33.4,46.9,0,1691.31,low,none
A003771,R06,80.8,3,2544.63,1,72.3,44.1,87.0,0,3689.71,low,none
A003772,R04,71.6,1,11253.8,4,46.4,19.5,56.6,1,12941.87,high,none
A003773,R09,45.2,2,4634.89,2,45.0,71.0,81.7,0,6025.36,high,none
A003774,R00,51.4,3,41330.84,4,54.2,71.0,47.3,0,59929.72,high,none
A003775,R03,51.5,4,9860.29,4,47.1,67.3,31.2,0,15776.46,high,none
A003776,R03,97.1,1,1964.81,1,20.3,66.4,65.4,0,2259.53,low,none
A003777,R06,9.4,2,1810.87,1,58.7,44.5,38.6,0,2354.13,low,none
A003778,R01,36.6,2,10144.85,4,50.4,48.5,61.2,0,13188.31,high,none
A003779,R04,23.2,5,2543.63,1,67.0,43.4,80.6,0,4451.35,low,none
A003780,R08,170.2,2,7866.52,3,59.1,67.1,81.5,1,10226.48,high,none
A003781,R08,109.5,1,26338.18,4,51.3,78.5,19.1,0,30288.91,high,dormant
A003782,R06,37.8,4,945.72,0,55.5,22.2,91.7,0,1513.15,low,none
A003783,R08,16.6,2,1174.43,0,40.1,60.5,46.4,2,1526.76,low,none
A003784,R06,20.8,4,728.45,0,100.0,92.5,53.7,1,1165.51,low,large_withdrawal
A003785,R00,96.3,1,795.01,0,25.9,46.1,100.0,0,914.26,low,none
A003786,R09,13.6,5,1583.23,1,47.6,69.6,51.7,1,2770.65,low,none
A003787,R00,52.0,5,2610.36,1,66.3,61.1,42.1,1,4568.13,low,none
A003788,R07,86.4,2,2106.51,1,59.9,47.0,40.3,0,2738.46,low,large_withdrawal
A003789,R01,19.2,1,4461.81,2,23.1,69.7,58.7,0,5131.08,high,none
A003790,R07,51.6,2,2685.75,1,25.6,69.8,43.7,0,3491.48,low,none
A003791,R01,38.3,1,10151.72,4,32.5,47.7,54.1,0,11674.48,high,none
A003792,R01,34.6,4,107538.19,4,21.1,52.0,0.0,1,172061.11,high,dormant
A003793,R02,30.4,1,3060.44,2,37.8,46.3,51.4,0,3519.5,low,none
A003794,R02,91.0,1,2122.74,1,72.8,73.6,47.8,0,2441.15,low,none
A003795,R09,124.4,3,1474.04,1,54.9,72.4,74.7,0,2137.36,low,none
A003796,R02,42.7,4,600.41,0,91.9,38.7,70.6,0,960.66,low,none
A003797,R07,65.9,1,1855.02,1,32.4,45.7,39.1,0,2133.27,low,none
A003798,R09,52.4,1,4158.47,2,23.2,88.9,64.0,1,4782.25,low,none
A003799,R01,10.6,3,3246.76,2,43.3,63.2,77.2,0,4707.8,low,none
A003800,R03,41.5,2,24397.72,4,26.1,52.7,26.5,0,31717.03,high,none
A003801,R09,8.7,3,6050.3,3,53.5,66.1,7.0,0,8772.93,high,dormant
A003802,R09,35.9,3,13601.82,4,73.6,52.4,29.2,0,19722.64,high,none
A003803,R07,50.6,2,2291.15,1,48.6,24.8,45.1,0,2978.49,low,none
A003804,R03,81.9,4,652.59,0,30.6,63.0,77.6,0,1044.15,low,none
A003805,R01,62.0,1,8773.11,3,38.7,5.4,48.5,0,10089.08,high,none
A003806,R06,92.5,1,9607.17,4,34.7,70.9,14.1,0,11048.25,high,none
A003807,R09,26.7,1,1177.76,0,76.5,40.8,58.9,0,1354.43,low,large_withdrawal
A003808,R00,114.6,6,425.6,0,54.8,51.9,25.6,0,808.64,low,dormant
A003809,R05,124.5,1,560.78,0,76.1,26.7,48.1,0,644.89,low,none
A003810,R05,8.2,2,10814.46,4,21.2,51.0,61.1,0,14058.8,high,none
A003811,R09,12.9,1,4132.92,2,100.0,74.8,56.5,0,4752.85,low,large_withdrawal
A003812,R02,49.8,3,3169.68,2,73.0,54.3,48.1,2,4596.04,low,none
A003813,R09,33.9,1,8047.52,3,71.9,72.0,41.9,0,9254.65,high,none
A003814,R08,38.0,3,2746.73,1,49.9,64.6,27.5,0,3982.75,low,none
A003815,R03,61.6,1,555.88,0,70.1,35.5,25.5,0,639.26,low,dd_stop
A003816,R01,94.9,4,1867.93,1,22.8,21.2,75.8,0,2988.69,low,none
A003817,R09,25.6,5,83736.67,4,56.9,22.1,30.3,0,146539.17,high,none
A003818,R06,105.1,2,14188.31,4,52.8,25.6,68.1,0,18444.81,high,none
A003819,R05,29.9,1,5402.66,3,35.2,70.9,42.7,1,6213.06,high,dormant
A003820,R09,184.6,2,1655.42,1,46.6,28.6,68.4,0,2152.04,low,none
A003821,R02,115.1,1,6024.82,3,39.3,48.4,29.9,1,6928.54,high,none
A003822,R03,32.4,5,11917.56,4,15.7,31.8,59.4,0,20855.73,high,none
A003823,R09,17.0,5,5753.25,3,22.9,43.7,48.6,0,10068.2,high,none
A003824,R06,31.8,2,3658.56,2,12.3,81.0,42.1,0,4756.13,low,none
A003825,R00,28.5,4,2469.02,1,58.1,63.5,36.4,1,3950.42,low,none
A003826,R06,75.4,4,12701.7,4,78.8,68.0,31.5,0,20322.71,high,none
A003827,R08,8.5,4,3749.91,2,79.6,40.2,37.1,0,5999.86,high,none
A003828,R08,13.0,1,2922.5,2,38.7,57.4,69.1,0,3360.88,low,none
A003829,R00,74.0,4,3019.53,2,42.2,52.5,81.6,0,4831.24,low,none
A003830,R08,27.6,2,1925.98,1,28.1,30.0,53.0,1,2503.77,low,none
A003831,R05,36.3,4,4533.76,2,50.5,43.1,48.3,0,7254.02,high,none
A003832,R03,86.1,2,526.23,0,74.0,40.7,27.7,0,684.1,low,none
A003833,R05,97.6,5,1912.64,1,73.1,41.3,55.4,0,3347.12,low,none
A003834,R03,111.6,1,1593.15,1,45.8,28.7,0.0,0,1832.12,low,dormant
A003835,R00,81.5,1,8119.57,3,70.4,55.3,42.4,1,9337.51,high,none
A003836,R09,44.2,1,5594.06,3,31.7,43.5,56.9,0,6433.17,high,none
A003837,R00,41.5,2,52611.16,4,35.2,51.9,87.2,0,68394.5,high,none
A003838,R07,38.1,2,2792.74,2,61.1,39.7,56.4,0,3630.57,low,none
A003839,R04,19.2,4,8304.86,3,37.6,45.7,54.0,1,13287.77,high,none
A003840,R02,24.7,1,410.85,0,1.4,32.4,45.1,0,472.48,low,none
A003841,R03,102.5,1,3548.93,2,71.5,32.0,59.9,0,4081.27,low,large_withdrawal
A003842,R08,29.8,3,1833.97,1,51.3,46.8,37.8,0,2659.25,low,none
A003843,R09,19.3,4,919.61,0,68.0,63.1,31.3,2,1471.37,low,none
A003844,R04,107.9,3,4594.29,2,16.7,71.5,33.5,0,6661.72,high,none
A003845,R07,59.1,4,24504.65,4,61.2,63.4,67.4,0,39207.45,high,none
A003846,R09,141.8,4,5400.45,3,64.9,48.0,7.4,0,8640.71,high,dormant
A003847,R02,132.5,1,745.6,0,69.4,70.1,78.9,0,857.44,low,none
A003848,R07,20.8,2,395.99,0,31.7,55.7,51.1,0,514.79,low,none
A003849,R02,47.5,5,4462.62,2,22.5,0.0,80.8,0,7809.59,high,none
A003850,R02,23.3,3,1868.67,1,50.3,35.1,50.8,0,2709.57,low,none
A003851,R08,23.1,5,855.61,0,41.6,53.0,36.8,1,1497.32,low,none
A003852,R03,37.3,5,7358.9,3,85.8,28.6,48.0,1,12878.07,high,none
A003853,R09,76.8,1,15178.48,4,22.8,54.7,58.1,0,17455.25,high,none
A003854,R01,77.1,3,632.46,0,52.6,33.2,56.8,0,917.07,low,none
A003855,R04,71.0,4,10780.84,4,65.9,46.2,52.3,0,17249.34,high,none
A003856,R05,44.1,3,1690.68,1,65.6,29.6,31.9,0,2451.49,low,large_withdrawal
A003857,R02,79.9,1,3231.58,2,19.8,42.0,60.2,0,3716.32,low,none
A003858,R04,19.1,3,11460.72,4,28.6,36.6,66.5,1,16618.05,high,dd_stop
A003859,R06,59.7,2,1446.81,1,59.1,82.2,47.5,0,1880.85,low,dormant
A003860,R03,51.8,3,3232.36,2,35.4,65.6,18.6,0,4686.93,low,none
A003861,R00,42.2,4,1241.27,0,71.2,58.7,55.0,0,1986.03,low,none
A003862,R03,61.3,1,5206.3,3,88.6,23.4,41.0,0,5987.25,high,dd_stop
A003863,R06,7.7,2,5955.96,3,38.9,36.8,16.1,0,7742.75,high,none
A003864,R00,23.6,1,730.75,0,32.4,49.6,40.0,0,840.36,low,none
A003865,R00,72.8,3,1461.88,1,74.0,54.1,0.0,1,2119.73,low,dormant
A003866,R05,50.8,1,17122.77,4,70.5,46.4,54.2,0,19691.18,high,none
A003867,R09,14.2,1,7007.38,3,38.3,69.3,25.3,0,8058.49,high,none
A003868,R01,50.0,4,4492.93,2,32.3,48.1,46.6,1,7188.69,high,none
A003869,R00,34.2,1,10704.95,4,25.8,87.3,52.3,0,12310.69,high,none
A003870,R03,104.1,2,1498.79,1,100.0,58.3,22.2,0,1948.43,low,none
A003871,R04,20.3,4,2432.18,1,77.8,42.8,34.3,0,3891.5,low,none
A003872,R02,20.9,4,1340.35,0,51.9,38.4,55.8,0,2144.57,low,none
A003873,R05,66.7,3,675.15,0,49.4,29.6,63.3,0,978.97,low,none
A003874,R01,45.3,3,1603.64,1,58.2,35.6,78.4,0,2325.28,low,none
A003875,R08,43.8,3,3395.58,2,35.0,67.3,61.7,0,4923.59,low,none
A003876,R03,185.2,3,6807.12,3,6.7,33.1,37.9,1,9870.33,high,none
A003877,R01,78.6,2,13772.22,4,33.8,48.5,50.7,1,17903.89,high,none
A003878,R07,39.8,2,4000.29,2,37.3,57.1,92.0,0,5200.38,high,none
A003879,R06,12.6,1,7099.84,3,43.8,28.6,26.7,0,8164.82,high,none
A003880,R04,38.2,4,9841.89,4,42.2,36.9,51.0,0,15747.02,high,none
A003881,R01,18.6,2,10439.66,4,56.2,42.4,36.0,0,13571.56,high,none
A003882,R05,24.9,4,1846.83,1,32.1,22.3,0.0,0,2954.93,low,none
A003883,R02,25.6,2,1710.48,1,63.7,56.7,59.2,1,2223.62,low,none
A003884,R06,98.9,3,3717.45,2,15.1,67.7,33.1,0,5390.3,high,none
A003885,R06,15.3,6,35348.75,4,49.2,70.0,54.3,0,67162.62,high,none
A003886,R06,92.5,1,10020.11,4,52.1,39.2,34.6,0,11523.13,high,none
A003887,R00,68.7,2,2307.71,1,80.2,56.7,38.1,0,3000.02,low,large_withdrawal
A003888,R04,68.1,1,3709.96,2,67.9,69.8,58.7,0,4266.45,low,none
A003889,R02,24.1,5,4947.75,3,20.7,32.7,63.2,0,8658.57,high,none
A003890,R00,84.7,1,950.49,0,36.0,61.9,33.0,0,1093.07,low,none
A003891,R01,21.8,4,1577.38,1,61.1,74.9,72.1,0,2523.81,low,none
A003892,R05,125.7,1,6010.12,3,24.7,63.3,8.0,0,6911.64,high,dormant
A003893,R01,100.4,6,8070.3,3,75.4,53.9,68.0,1,15333.56,high,none
A003894,R00,139.5,1,3109.5,2,14.2,62.3,91.3,1,3575.92,low,none
A003895,R09,52.0,1,2204.93,1,80.0,35.5,61.3,0,2535.67,low,none
A003896,R02,45.3,5,5482.78,3,68.8,66.4,23.1,0,9594.86,high,none
A003897,R07,37.4,5,1220.73,0,47.2,29.3,58.1,0,2136.28,low,none
A003898,R04,182.7,2,1339.57,0,62.3,100.0,74.7,1,1741.44,low,none
A003899,R01,76.4,3,89460.2,4,46.3,1.0,76.6,0,129717.3,high,none
A003900,R00,18.7,1,1547.95,1,39.1,64.1,22.2,0,1780.14,low,dormant
A003901,R09,116.6,5,9505.55,4,60.6,73.0,50.8,0,16634.71,high,none
A003902,R08,44.1,4,2390.46,1,47.1,3.2,35.3,1,3824.73,low,none
A003903,R05,3.8,4,7170.36,3,51.4,43.4,73.6,0,11472.58,high,none
A003904,R07,28.4,4,10219.43,4,30.8,45.7,32.2,0,16351.09,high,none
A003905,R07,100.3,3,652.27,0,1.8,54.1,31.9,1,945.79,low,none
A003906,R09,68.9,2,3310.08,2,42.2,94.7,64.4,1,4303.11,low,none
A003907,R05,78.3,6,980.46,0,47.3,66.7,16.1,0,1862.88,low,none
A003908,R02,115.8,2,1314.68,0,29.2,72.8,61.3,0,1709.09,low,none
A003909,R09,10.6,6,16440.06,4,89.9,46.8,61.2,0,31236.11,high,none
A003910,R07,28.7,1,1510.39,1,50.5,58.6,74.4,0,1736.95,low,none
A003911,R03,52.8,3,1648.61,1,49.5,100.0,7.1,1,2390.48,low,none
A003912,R07,102.3,3,7322.49,3,58.5,94.3,57.5,0,10617.61,high,none
A003913,R00,21.7,1,88248.89,4,59.7,81.3,24.5,0,101486.22,high,none
A003914,R07,39.7,1,2257.43,1,63.3,41.2,46.4,1,2596.05,low,none
A003915,R07,50.4,4,1553.99,1,53.7,55.0,11.2,0,2486.38,low,none
A003916,R02,27.6,2,3002.36,2,61.5,56.6,53.1,1,3903.06,low,none
A003917,R07,50.0,3,7972.28,3,88.7,76.9,39.0,1,11559.81,high,none
A003918,R05,45.2,2,11366.73,4,68.8,78.1,35.9,0,14776.76,high,none
A003919,R00,33.6,1,888.98,0,77.8,67.2,35.4,0,1022.33,low,none
A003920,R02,84.5,2,25376.58,4,31.7,59.8,38.4,3,32989.56,high,none
A003921,R01,74.7,2,6864.72,3,20.5,57.8,83.4,0,8924.14,high,none
A003922,R01,87.0,1,1506.58,1,72.1,62.3,72.1,1,1732.57,low,none
A003923,R08,92.1,1,2820.02,2,71.0,42.2,87.5,1,3243.02,low,none
A003924,R03,134.7,1,6102.94,3,43.2,56.2,51.3,0,7018.39,high,none
A003925,R00,13.7,4,3659.89,2,55.3,58.1,79.5,2,5855.82,high,large_withdrawal
A003926,R07,15.2,1,3092.96,2,21.5,29.5,39.5,0,3556.9,low,none
A003927,R03,79.8,5,35712.65,4,61.3,12.6,20.5,0,62497.14,high,none
A003928,R03,36.0,1,6532.51,3,45.1,49.8,86.8,0,7512.39,high,none
A003929,R07,32.6,4,2208.54,1,72.5,51.3,20.7,1,3533.67,low,none
A003930,R06,28.9,2,2471.06,1,42.2,80.2,52.8,0,3212.38,low,none
A003931,R06,89.0,3,24312.96,4,37.9,38.1,76.7,1,35253.79,high,none
A003932,R08,175.5,3,5403.35,3,47.6,69.9,2.0,0,7834.85,high,none
A003933,R01,91.8,1,1123.56,0,37.7,33.7,53.1,3,1292.09,low,none
A003934,R00,34.8,1,2819.32,2,63.2,71.2,66.2,0,3242.22,low,none
A003935,R02,86.1,4,3540.27,2,53.4,33.5,38.0,1,5664.43,high,dormant
A003936,R01,14.7,1,1174.39,0,54.4,17.3,54.7,0,1350.55,low,none
A003937,R09,42.9,1,22161.93,4,41.5,63.9,41.9,0,25486.22,high,none
A003938,R00,10.6,3,920.18,0,78.2,52.3,80.9,1,1334.26,low,none
A003939,R05,36.0,1,22340.73,4,53.6,40.9,100.0,1,25691.84,high,none
A003940,R07,56.9,3,998.29,0,53.7,47.0,84.8,0,1447.53,low,none
A003941,R06,196.0,2,5067.19,3,43.3,40.6,37.2,1,6587.34,high,none
A003942,R08,107.6,2,14297.09,4,60.2,52.3,62.7,0,18586.22,high,none
A003943,R05,10.8,1,3109.52,2,53.5,45.9,65.8,1,3575.95,low,none
A003944,R08,11.9,2,1473.15,1,42.4,23.8,11.4,1,1915.1,low,none
A003945,R01,27.7,1,4303.95,2,34.3,55.8,24.7,1,4949.54,low,none
A003946,R03,150.8,3,5641.51,3,33.5,40.7,60.2,1,8180.18,high,dd_stop
A003947,R03,11.3,2,16172.97,4,68.7,37.9,19.6,1,21024.86,high,none
A003948,R02,29.1,5,979.1,0,50.2,66.1,57.0,0,1713.43,low,none
A003949,R08,28.9,1,1324.39,0,58.3,47.0,54.8,0,1523.04,low,dd_stop
A003950,R04,66.6,2,34763.55,4,70.6,52.0,35.7,0,45192.62,high,none
A003951,R06,87.5,1,4644.81,2,16.6,69.4,88.8,0,5341.53,high,none
A003952,R01,75.2,2,5745.4,3,70.6,65.6,56.0,0,7469.02,high,none
A003953,R02,60.3,1,8184.44,3,29.2,28.6,65.9,2,9412.1,high,none
A003954,R05,14.2,2,4170.76,2,100.0,60.4,37.4,0,5421.99,high,large_withdrawal
A003955,R04,53.9,3,14373.18,4,31.1,53.1,28.9,0,20841.11,high,none
A003956,R07,118.0,4,7551.36,3,49.0,21.0,44.9,0,12082.17,high,none
A003957,R00,143.8,3,3887.36,2,45.4,40.5,74.2,0,5636.68,high,none
A003958,R02,65.4,2,701.38,0,26.6,43.3,54.3,0,911.79,low,none
A003959,R06,10.9,2,11240.07,4,100.0,30.2,51.8,0,14612.09,high,none
A003960,R06,66.1,2,28769.71,4,40.0,43.2,76.0,1,37400.63,high,none
